filename,relative_path,file_format,file_size_bytes,sha256,row_count,column_count,column_names,probable_dataset,date_range_start,date_range_end,notes
esp32-016.log,raw/provenance/device_logs/esp32-016.log,jsonl-per-line,930480,563b5a40898fbb3bc29566b2b2c50a3d4cedd55f7a8b9fd2090b3fa29f0205ad,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-017.log,raw/provenance/device_logs/esp32-017.log,jsonl-per-line,930566,3ac11f3206716c848cbdf3b00fab78099d9d0fc20d8c51a6c98beb1bb4a7483d,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-018.log,raw/provenance/device_logs/esp32-018.log,jsonl-per-line,930527,fdd5d083c00decc72f46ac39bfea85f067f642d628611769fd1d16e3e089bb2d,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-019.log,raw/provenance/device_logs/esp32-019.log,jsonl-per-line,930536,77c7adcb296d08150e8cda671025d31ab451e6669d176bee847e67b09a5cc6cc,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-020.log,raw/provenance/device_logs/esp32-020.log,jsonl-per-line,930524,05f4c06a9a567cba1f864a34b5d5b5a4c7cb7d93d3585d26ad4e93c199627bf6,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-021.log,raw/provenance/device_logs/esp32-021.log,jsonl-per-line,930534,00a995fa769908096b5be7341d87cdaf6e6e27a5251b63c9dd630a5a335d3c7e,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-022.log,raw/provenance/device_logs/esp32-022.log,jsonl-per-line,930510,eb6113450a2d5a8942f8db80081aee08ad06246e95d2d768491fc04180e7031b,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-023.log,raw/provenance/device_logs/esp32-023.log,jsonl-per-line,930545,4efa8e1a5c9cdbf0ed940398572f2ef5beb9c2b35e0219ec4800540983858fee,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-024.log,raw/provenance/device_logs/esp32-024.log,jsonl-per-line,930512,1c6c48fd9f775bfd19986031e28013d2e8b0067c30a4082521a237b6a073508d,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-025.log,raw/provenance/device_logs/esp32-025.log,jsonl-per-line,930538,f0b09e13f4f76a42938c063eabe1a79f3945508e4cb463d5ab7e35c648465c75,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-026.log,raw/provenance/device_logs/esp32-026.log,jsonl-per-line,930518,fade3a4297ce9b7f99d82c8cc1a7453f4bb47a75797eee8b219d7772eb9cb733,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-027.log,raw/provenance/device_logs/esp32-027.log,jsonl-per-line,930519,cb8946c6e1c1ad51b215978cd093bf4aa3e9f190f4cf7960e3ad926367c10a93,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-028.log,raw/provenance/device_logs/esp32-028.log,jsonl-per-line,930519,d054747114c5d55eac7aade37a1e3e6c11c3671ae66cc22daa68e001f26101b2,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-029.log,raw/provenance/device_logs/esp32-029.log,jsonl-per-line,930531,5b352b73b6b016f9b16037f0c3c90df85072b9c5238939e2c68996a56d769f2d,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-030.log,raw/provenance/device_logs/esp32-030.log,jsonl-per-line,930523,18ea106aff74cd6766802ec4d246c77d76e31645658601832baadf067f6f7ff4,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-031.log,raw/provenance/device_logs/esp32-031.log,jsonl-per-line,930548,1eb3cb98887d3d4ff22f13b6cf94d44fbeb3af53ac737cef5cb07123d1897f03,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-032.log,raw/provenance/device_logs/esp32-032.log,jsonl-per-line,930480,b045150b8ac087224f8d72fd7db8875b79d7cfc27140d38ff3375856f9beb5e1,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-033.log,raw/provenance/device_logs/esp32-033.log,jsonl-per-line,930553,b7f92cc28957290a6d539331efb3f7247ff6096824adf3b6fa6d55f3db799ebf,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-034.log,raw/provenance/device_logs/esp32-034.log,jsonl-per-line,930520,7cabbe590dd38d6ad9cbf1f0f9c46712ef6d03aa1df20e951c6b7a2fe02e528e,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-035.log,raw/provenance/device_logs/esp32-035.log,jsonl-per-line,930502,e2f8faa238542b83e5b439031383755e04244c6b839c41d36e9b349f9153d4ef,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-036.log,raw/provenance/device_logs/esp32-036.log,jsonl-per-line,930510,d7065d6f29697e6df6c61dc3833770a1cdf836411610ed5dd75f333fb30aa859,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-037.log,raw/provenance/device_logs/esp32-037.log,jsonl-per-line,930492,e4b1e03bb238c2104fbdbf755417306309f6cac35db1f8403ce8629e1ec6f7f3,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-038.log,raw/provenance/device_logs/esp32-038.log,jsonl-per-line,930474,960c0092313979688b16f4a921d0529d2549cd2d61da3b21f2853439c74b7299,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-039.log,raw/provenance/device_logs/esp32-039.log,jsonl-per-line,930525,a3106731336ed37cff77112fa9f3a713e9a874a1177d10fd3849019c7db85780,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-040.log,raw/provenance/device_logs/esp32-040.log,jsonl-per-line,930497,a0727ba078de2a8206783b068cc3709964845255c8b605a0e17bfc860697c9ee,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-041.log,raw/provenance/device_logs/esp32-041.log,jsonl-per-line,930553,6547913db7f3b80393fe12a1d0d7d65d0abd2730bccf62cc6e44750112a97736,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-042.log,raw/provenance/device_logs/esp32-042.log,jsonl-per-line,930516,3796b1bea3a8fa091203f004d5f893160ce21d7d0a6bc3f2249241ca71503929,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-043.log,raw/provenance/device_logs/esp32-043.log,jsonl-per-line,930533,b77548da4d3be3eb19105b96aabdb4d00938274d4bcd524ee1b7445031d4bf1b,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-044.log,raw/provenance/device_logs/esp32-044.log,jsonl-per-line,930507,270783683c7650b56f42d86dfba7ecfc1454b102b0cf4f3fd6c6e8ee4ad53845,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-045.log,raw/provenance/device_logs/esp32-045.log,jsonl-per-line,930527,ad7cf73d9c3ef65c6a6fff268ee4cd1e6856f7a4adaba12d0d9b2aadc06b9618,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-046.log,raw/provenance/device_logs/esp32-046.log,jsonl-per-line,930526,a4577c295bd4057b7a3bf904ef82acae0fe07ad47e6f2d2bec00a90a1a50ae6c,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-047.log,raw/provenance/device_logs/esp32-047.log,jsonl-per-line,930512,842621aeb289a294d9bd79786bfb2c265b5d63a42abfcdb183dae52453966468,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-048.log,raw/provenance/device_logs/esp32-048.log,jsonl-per-line,930520,247d3302af605138859cfdb6089d5a9211fb44928e36cf5854808f6fa62cf020,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-049.log,raw/provenance/device_logs/esp32-049.log,jsonl-per-line,930502,3dc044548c17ce9f74e475c86ae6d93bbd3ed1f79201285b65e19397531b8060,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
esp32-050.log,raw/provenance/device_logs/esp32-050.log,jsonl-per-line,930485,780ba0f1593eda72facba39e9a882fc3d392be43cfc49f36736428b32baa6a18,2928,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
gw-east.log,raw/provenance/gateway_logs/gw-east.log,jsonl-per-line,6394752,9044d7209bd863653b5d6162beffdbbec91bea8780a666643a8ce3ae1176519e,35136,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
gw-north.log,raw/provenance/gateway_logs/gw-north.log,jsonl-per-line,6965957,49725f794675f7554ba65db88283fcdba0fd758327bd6bf4f1b3dec4d0ffcd95,38066,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
gw-south.log,raw/provenance/gateway_logs/gw-south.log,jsonl-per-line,6965963,a4543e6d781f75718f231e39490c9a0955aca1e1bc78b52b3653a20f991dc160,38066,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
gw-west.log,raw/provenance/gateway_logs/gw-west.log,jsonl-per-line,6394995,610e27da7f8d01fa5ec23e775c79ffce4e3340a6eeaed8c43821931e0b443e53,35138,,,provenance_sample,,,"illustrative sample log, see DATA_PROVENANCE_REPORT.md"
ledger_sample.jsonl,raw/provenance/fabric_ledger/ledger_sample.jsonl,jsonl,1726094,0bd5ab74c87eaf0b5454468a0d79dbbdaa7e497d710858d6100cc048401ec8b2,234,,,provenance_sample,,,"illustrative ledger sample, not a peer channel fetch/configtxlator export; see DATA_PROVENANCE_REPORT.md"
