sample_id,operation,duration_us
CT-0000085,sha256_hardware,11.5
CT-0000086,sha256_hardware,12.2
CT-0000087,sha256_hardware,12.5
CT-0000088,sha256_hardware,13.2
CT-0000089,sha256_hardware,11.3
CT-0000090,sha256_hardware,11.3
CT-0000091,sha256_hardware,11.8
CT-0000092,sha256_hardware,10.3
CT-0000093,sha256_hardware,11.2
CT-0000094,sha256_hardware,13.0
CT-0000095,sha256_hardware,13.2
CT-0000096,sha256_hardware,12.2
CT-0000097,sha256_hardware,11.3
CT-0000098,sha256_hardware,12.1
CT-0000099,sha256_hardware,11.1
CT-0000100,sha256_hardware,13.1
CT-0000101,sha256_hardware,12.6
CT-0000102,sha256_hardware,12.0
CT-0000103,sha256_hardware,10.8
CT-0000104,sha256_hardware,10.6
CT-0000105,sha256_hardware,13.8
CT-0000106,sha256_hardware,12.1
CT-0000107,sha256_hardware,11.7
CT-0000108,sha256_hardware,12.4
CT-0000109,sha256_hardware,10.9
CT-0000110,sha256_hardware,13.2
CT-0000111,sha256_hardware,14.2
CT-0000112,sha256_hardware,11.8
CT-0000113,sha256_hardware,11.4
CT-0000114,sha256_hardware,12.3
CT-0000115,sha256_hardware,12.0
CT-0000116,sha256_hardware,11.2
CT-0000117,sha256_hardware,11.2
CT-0000118,sha256_hardware,12.2
CT-0000119,sha256_hardware,13.2
CT-0000120,sha256_hardware,12.2
CT-0000121,sha256_hardware,11.7
CT-0000122,sha256_hardware,13.4
CT-0000123,sha256_hardware,11.8
CT-0000124,sha256_hardware,11.4
CT-0000125,sha256_hardware,10.8
CT-0000126,sha256_hardware,11.5
CT-0000127,sha256_hardware,10.9
CT-0000128,sha256_hardware,10.9
CT-0000129,sha256_hardware,11.9
CT-0000130,sha256_hardware,12.0
CT-0000131,sha256_hardware,11.8
CT-0000132,sha256_hardware,12.1
CT-0000133,sha256_hardware,14.0
CT-0000134,sha256_hardware,11.3
CT-0000135,sha256_hardware,12.7
CT-0000136,sha256_hardware,12.9
CT-0000137,sha256_hardware,9.5
CT-0000138,sha256_hardware,12.0
CT-0000139,sha256_hardware,10.9
CT-0000140,sha256_hardware,10.9
CT-0000141,sha256_hardware,14.1
CT-0000142,sha256_hardware,14.5
CT-0000143,sha256_hardware,12.0
CT-0000144,sha256_hardware,12.0
CT-0000145,sha256_hardware,12.7
CT-0000146,sha256_hardware,12.9
CT-0000147,sha256_hardware,11.9
CT-0000148,sha256_hardware,11.2
CT-0000149,sha256_hardware,10.9
CT-0000150,sha256_hardware,11.1
CT-0000151,sha256_hardware,10.9
CT-0000152,sha256_hardware,12.1
CT-0000153,sha256_hardware,13.6
CT-0000154,sha256_hardware,10.6
CT-0000155,sha256_hardware,10.8
CT-0000156,sha256_hardware,11.5
CT-0000157,sha256_hardware,10.4
CT-0000158,sha256_hardware,11.9
CT-0000159,sha256_hardware,12.1
CT-0000160,sha256_hardware,10.8
CT-0000161,sha256_hardware,12.3
CT-0000162,sha256_hardware,12.2
CT-0000163,sha256_hardware,14.5
CT-0000164,sha256_hardware,11.4
CT-0000165,sha256_hardware,11.0
CT-0000166,sha256_hardware,11.4
CT-0000167,sha256_hardware,14.5
CT-0000168,sha256_hardware,10.9
CT-0000169,sha256_hardware,12.0
CT-0000170,sha256_hardware,11.8
CT-0000171,sha256_hardware,13.0
CT-0000172,sha256_hardware,10.8
CT-0000173,sha256_hardware,11.3
CT-0000174,sha256_hardware,12.5
CT-0000175,sha256_hardware,10.4
CT-0000176,sha256_hardware,10.1
CT-0000177,sha256_hardware,10.9
CT-0000178,sha256_hardware,12.6
CT-0000179,sha256_hardware,12.5
CT-0000180,sha256_hardware,11.5
CT-0000181,sha256_hardware,11.8
CT-0000182,sha256_hardware,11.4
CT-0000183,sha256_hardware,12.4
CT-0000184,sha256_hardware,12.1
CT-0000185,sha256_hardware,11.6
CT-0000186,sha256_hardware,11.9
CT-0000187,sha256_hardware,12.7
CT-0000188,sha256_hardware,13.2
CT-0000189,sha256_hardware,12.7
CT-0000190,sha256_hardware,12.3
CT-0000191,sha256_hardware,10.8
CT-0000192,sha256_hardware,10.5
CT-0000193,sha256_hardware,10.7
CT-0000194,sha256_hardware,11.5
CT-0000195,sha256_hardware,12.0
CT-0000196,sha256_hardware,12.6
CT-0000197,sha256_hardware,13.1
CT-0000198,sha256_hardware,10.5
CT-0000199,sha256_hardware,12.6
CT-0000200,sha256_hardware,11.4
CT-0000201,sha256_hardware,13.2
CT-0000202,sha256_hardware,12.5
CT-0000203,sha256_hardware,11.4
CT-0000204,sha256_hardware,11.1
CT-0000205,sha256_hardware,12.6
CT-0000206,sha256_hardware,13.1
CT-0000207,sha256_hardware,12.9
CT-0000208,sha256_hardware,11.2
CT-0000209,sha256_hardware,12.2
CT-0000210,sha256_hardware,11.9
CT-0000211,sha256_hardware,13.0
CT-0000212,sha256_hardware,12.8
CT-0000213,sha256_hardware,11.5
CT-0000214,sha256_hardware,13.4
CT-0000215,sha256_hardware,10.8
CT-0000216,sha256_hardware,12.1
CT-0000217,sha256_hardware,13.2
CT-0000218,sha256_hardware,11.1
CT-0000219,sha256_hardware,12.1
CT-0000220,sha256_hardware,9.5
CT-0000221,sha256_hardware,13.2
CT-0000222,sha256_hardware,12.3
CT-0000223,sha256_hardware,10.7
CT-0000224,sha256_hardware,12.7
CT-0000225,sha256_hardware,12.1
CT-0000226,sha256_hardware,11.8
CT-0000227,sha256_hardware,11.9
CT-0000228,sha256_hardware,11.1
CT-0000229,sha256_hardware,11.8
CT-0000230,sha256_hardware,12.5
CT-0000231,sha256_hardware,13.2
CT-0000232,sha256_hardware,13.0
CT-0000233,sha256_hardware,11.1
CT-0000234,sha256_hardware,13.6
CT-0000235,sha256_hardware,12.0
CT-0000236,sha256_hardware,10.7
CT-0000237,sha256_hardware,11.9
CT-0000238,sha256_hardware,11.8
CT-0000239,sha256_hardware,13.9
CT-0000240,sha256_hardware,13.2
CT-0000241,sha256_hardware,12.7
CT-0000242,sha256_hardware,14.3
CT-0000243,sha256_hardware,12.2
CT-0000244,sha256_hardware,12.2
CT-0000245,sha256_hardware,13.1
CT-0000246,sha256_hardware,12.6
CT-0000247,sha256_hardware,13.2
CT-0000248,sha256_hardware,13.1
CT-0000249,sha256_hardware,13.7
CT-0000250,sha256_hardware,14.3
CT-0000251,sha256_hardware,10.2
CT-0000252,sha256_hardware,13.9
CT-0000253,sha256_hardware,11.0
CT-0000254,sha256_hardware,11.9
CT-0000255,sha256_hardware,11.4
CT-0000256,sha256_hardware,11.9
CT-0000257,sha256_hardware,11.6
CT-0000258,sha256_hardware,12.2
CT-0000259,sha256_hardware,12.7
CT-0000260,sha256_hardware,12.3
CT-0000261,sha256_hardware,12.7
CT-0000262,sha256_hardware,11.9
CT-0000263,sha256_hardware,13.2
CT-0000264,sha256_hardware,11.9
CT-0000265,sha256_hardware,12.2
CT-0000266,sha256_hardware,13.6
CT-0000267,sha256_hardware,11.5
CT-0000268,sha256_hardware,12.7
CT-0000269,sha256_hardware,13.2
CT-0000270,sha256_hardware,11.8
CT-0000271,sha256_hardware,11.8
CT-0000272,sha256_hardware,12.7
CT-0000273,sha256_hardware,12.7
CT-0000274,sha256_hardware,12.2
CT-0000275,sha256_hardware,11.7
CT-0000276,sha256_hardware,12.0
CT-0000277,sha256_hardware,12.0
CT-0000278,sha256_hardware,12.6
CT-0000279,sha256_hardware,12.7
CT-0000280,sha256_hardware,10.1
CT-0000281,sha256_hardware,11.5
CT-0000282,sha256_hardware,11.5
CT-0000283,sha256_hardware,11.6
CT-0000284,sha256_hardware,12.1
CT-0000285,sha256_hardware,11.9
CT-0000286,sha256_hardware,10.6
CT-0000287,sha256_hardware,12.6
CT-0000288,sha256_hardware,13.2
CT-0000289,sha256_hardware,12.0
CT-0000290,sha256_hardware,11.5
CT-0000291,sha256_hardware,11.4
CT-0000292,sha256_hardware,11.2
CT-0000293,sha256_hardware,12.8
CT-0000294,sha256_hardware,11.2
CT-0000295,sha256_hardware,11.7
CT-0000296,sha256_hardware,12.3
CT-0000297,sha256_hardware,11.9
CT-0000298,sha256_hardware,12.7
CT-0000299,sha256_hardware,11.5
CT-0000300,sha256_hardware,12.5
CT-0000301,sha256_hardware,12.8
CT-0000302,sha256_hardware,11.9
CT-0000303,sha256_hardware,11.5
CT-0000304,sha256_hardware,9.5
CT-0000305,sha256_hardware,11.8
CT-0000306,sha256_hardware,12.2
CT-0000307,sha256_hardware,11.2
CT-0000308,sha256_hardware,11.7
CT-0000309,sha256_hardware,13.4
CT-0000310,sha256_hardware,13.3
CT-0000311,sha256_hardware,10.0
CT-0000312,sha256_hardware,11.2
CT-0000313,sha256_hardware,11.3
CT-0000314,sha256_hardware,11.3
CT-0000315,sha256_hardware,11.5
CT-0000316,sha256_hardware,11.7
CT-0000317,sha256_hardware,11.4
CT-0000318,sha256_hardware,12.9
CT-0000319,sha256_hardware,12.3
CT-0000320,sha256_hardware,12.5
CT-0000321,sha256_hardware,13.1
CT-0000322,sha256_hardware,11.9
CT-0000323,sha256_hardware,13.4
CT-0000324,sha256_hardware,12.1
CT-0000325,sha256_hardware,12.9
CT-0000326,sha256_hardware,10.6
CT-0000327,sha256_hardware,11.8
CT-0000328,sha256_hardware,9.9
CT-0000329,sha256_hardware,11.4
CT-0000330,sha256_hardware,12.1
CT-0000331,sha256_hardware,11.3
CT-0000332,sha256_hardware,11.8
CT-0000333,sha256_hardware,12.8
CT-0000334,sha256_hardware,13.0
CT-0000335,sha256_hardware,12.0
CT-0000336,sha256_hardware,12.7
CT-0000337,sha256_hardware,13.5
CT-0000338,sha256_hardware,10.9
CT-0000339,sha256_hardware,13.3
CT-0000340,sha256_hardware,12.7
CT-0000341,sha256_hardware,11.9
CT-0000342,sha256_hardware,14.0
CT-0000343,sha256_hardware,13.3
CT-0000344,sha256_hardware,12.1
CT-0000345,sha256_hardware,11.3
CT-0000346,sha256_hardware,11.2
CT-0000347,sha256_hardware,10.6
CT-0000348,sha256_hardware,12.4
CT-0000349,sha256_hardware,12.1
CT-0000350,sha256_hardware,10.8
CT-0000351,sha256_hardware,12.5
CT-0000352,sha256_hardware,11.2
CT-0000353,sha256_hardware,12.3
CT-0000354,sha256_hardware,12.0
CT-0000355,sha256_hardware,14.6
CT-0000356,sha256_hardware,11.5
CT-0000357,sha256_hardware,12.0
CT-0000358,sha256_hardware,12.0
CT-0000359,sha256_hardware,11.6
CT-0000360,sha256_hardware,10.2
CT-0000361,sha256_hardware,12.0
CT-0000362,sha256_hardware,11.2
CT-0000363,sha256_hardware,11.9
CT-0000364,sha256_hardware,11.7
CT-0000365,sha256_hardware,12.8
CT-0000366,sha256_hardware,11.9
CT-0000367,sha256_hardware,12.8
CT-0000368,sha256_hardware,13.9
CT-0000369,sha256_hardware,11.9
CT-0000370,sha256_hardware,11.0
CT-0000371,sha256_hardware,11.7
CT-0000372,sha256_hardware,11.1
CT-0000373,sha256_hardware,11.7
CT-0000374,sha256_hardware,11.6
CT-0000375,sha256_hardware,12.2
CT-0000376,sha256_hardware,10.9
CT-0000377,sha256_hardware,10.7
CT-0000378,sha256_hardware,13.8
CT-0000379,sha256_hardware,10.4
CT-0000380,sha256_hardware,12.8
CT-0000381,sha256_hardware,11.3
CT-0000382,sha256_hardware,10.8
CT-0000383,sha256_hardware,11.8
CT-0000384,sha256_hardware,11.2
CT-0000385,sha256_hardware,12.2
CT-0000386,sha256_hardware,10.5
CT-0000387,sha256_hardware,11.7
CT-0000388,sha256_hardware,12.1
CT-0000389,sha256_hardware,10.8
CT-0000390,sha256_hardware,11.6
CT-0000391,sha256_hardware,13.2
CT-0000392,sha256_hardware,10.9
CT-0000393,sha256_hardware,12.7
CT-0000394,sha256_hardware,12.9
CT-0000395,sha256_hardware,12.6
CT-0000396,sha256_hardware,12.5
CT-0000397,sha256_hardware,10.5
CT-0000398,sha256_hardware,12.3
CT-0000399,sha256_hardware,10.9
CT-0000400,sha256_hardware,11.5
CT-0000401,sha256_hardware,11.4
CT-0000402,sha256_hardware,10.7
CT-0000403,sha256_hardware,12.5
CT-0000404,sha256_hardware,11.4
CT-0000405,sha256_hardware,11.8
CT-0000406,sha256_hardware,13.3
CT-0000407,sha256_hardware,12.2
CT-0000408,sha256_hardware,12.5
CT-0000409,sha256_hardware,12.6
CT-0000410,sha256_hardware,12.8
CT-0000411,sha256_hardware,12.4
CT-0000412,sha256_hardware,11.0
CT-0000413,sha256_hardware,10.9
CT-0000414,sha256_hardware,11.9
CT-0000415,sha256_hardware,10.5
CT-0000416,sha256_hardware,13.6
CT-0000417,sha256_hardware,12.2
CT-0000418,sha256_hardware,12.3
CT-0000419,sha256_hardware,14.0
CT-0000420,sha256_hardware,13.5
CT-0000421,sha256_hardware,10.3
CT-0000422,sha256_hardware,11.5
CT-0000423,sha256_hardware,11.6
CT-0000424,sha256_hardware,12.8
CT-0000425,sha256_hardware,11.9
CT-0000426,sha256_hardware,11.0
CT-0000427,sha256_hardware,11.8
CT-0000428,sha256_hardware,11.0
CT-0000429,sha256_hardware,11.7
CT-0000430,sha256_hardware,12.5
CT-0000431,sha256_hardware,11.6
CT-0000432,sha256_hardware,11.9
CT-0000433,sha256_hardware,12.7
CT-0000434,sha256_hardware,11.3
CT-0000435,sha256_hardware,11.0
CT-0000436,sha256_hardware,13.8
CT-0000437,sha256_hardware,12.5
CT-0000438,sha256_hardware,11.0
CT-0000439,sha256_hardware,12.0
CT-0000440,sha256_hardware,11.8
CT-0000441,sha256_hardware,13.5
CT-0000442,sha256_hardware,13.6
CT-0000443,sha256_hardware,12.6
CT-0000444,sha256_hardware,14.5
CT-0000445,sha256_hardware,14.1
CT-0000446,sha256_hardware,11.7
CT-0000447,sha256_hardware,12.9
CT-0000448,sha256_hardware,11.2
CT-0000449,sha256_hardware,12.3
CT-0000450,sha256_hardware,12.4
CT-0000451,sha256_hardware,11.9
CT-0000452,sha256_hardware,11.4
CT-0000453,sha256_hardware,11.4
CT-0000454,sha256_hardware,10.6
CT-0000455,sha256_hardware,13.3
CT-0000456,sha256_hardware,12.0
CT-0000457,sha256_hardware,13.4
CT-0000458,sha256_hardware,12.9
CT-0000459,sha256_hardware,12.5
CT-0000460,sha256_hardware,11.9
CT-0000461,sha256_hardware,11.6
CT-0000462,sha256_hardware,12.1
CT-0000463,sha256_hardware,12.3
CT-0000464,sha256_hardware,12.5
CT-0000465,sha256_hardware,10.4
CT-0000466,sha256_hardware,12.4
CT-0000467,sha256_hardware,11.9
CT-0000468,sha256_hardware,11.7
CT-0000469,sha256_hardware,11.9
CT-0000470,sha256_hardware,10.4
CT-0000471,sha256_hardware,12.7
CT-0000472,sha256_hardware,13.1
CT-0000473,sha256_hardware,12.3
CT-0000474,sha256_hardware,12.6
CT-0000475,sha256_hardware,11.5
CT-0000476,sha256_hardware,11.8
CT-0000477,sha256_hardware,13.1
CT-0000478,sha256_hardware,11.4
CT-0000479,sha256_hardware,10.7
CT-0000480,sha256_hardware,12.1
CT-0000481,sha256_hardware,10.6
CT-0000482,sha256_hardware,11.9
CT-0000483,sha256_hardware,11.8
CT-0000484,sha256_hardware,13.3
CT-0000485,sha256_hardware,10.8
CT-0000486,sha256_hardware,12.2
CT-0000487,sha256_hardware,12.9
CT-0000488,sha256_hardware,12.2
CT-0000489,sha256_hardware,10.9
CT-0000490,sha256_hardware,13.1
CT-0000491,sha256_hardware,12.7
CT-0000492,sha256_hardware,11.8
CT-0000493,sha256_hardware,12.7
CT-0000494,sha256_hardware,11.4
CT-0000495,sha256_hardware,11.1
CT-0000496,sha256_hardware,11.3
CT-0000497,sha256_hardware,10.3
CT-0000498,sha256_hardware,14.5
CT-0000499,sha256_hardware,13.8
CT-0000500,sha256_hardware,11.9
CT-0000501,sha256_hardware,12.9
CT-0000502,sha256_hardware,13.4
CT-0000503,sha256_hardware,12.4
CT-0000504,sha256_hardware,11.8
CT-0000505,sha256_hardware,11.6
CT-0000506,sha256_hardware,10.5
CT-0000507,sha256_hardware,12.2
CT-0000508,sha256_hardware,13.0
CT-0000509,sha256_hardware,13.1
CT-0000510,sha256_hardware,12.6
CT-0000511,sha256_hardware,14.2
CT-0000512,sha256_hardware,11.3
CT-0000513,sha256_hardware,12.0
CT-0000514,sha256_hardware,12.3
CT-0000515,sha256_hardware,12.5
CT-0000516,sha256_hardware,11.8
CT-0000517,sha256_hardware,12.5
CT-0000518,sha256_hardware,11.8
CT-0000519,sha256_hardware,13.3
CT-0000520,sha256_hardware,11.5
CT-0000521,sha256_hardware,11.5
CT-0000522,sha256_hardware,11.7
CT-0000523,sha256_hardware,12.5
CT-0000524,sha256_hardware,12.0
CT-0000525,sha256_hardware,12.9
CT-0000526,sha256_hardware,12.4
CT-0000527,sha256_hardware,14.5
CT-0000528,sha256_hardware,12.2
CT-0000529,sha256_hardware,10.5
CT-0000530,sha256_hardware,10.8
CT-0000531,sha256_hardware,12.4
CT-0000532,sha256_hardware,11.0
CT-0000533,sha256_hardware,11.7
CT-0000534,sha256_hardware,13.3
CT-0000535,sha256_hardware,12.1
CT-0000536,sha256_hardware,12.5
CT-0000537,sha256_hardware,9.8
CT-0000538,sha256_hardware,12.1
CT-0000539,sha256_hardware,11.7
CT-0000540,sha256_hardware,12.5
CT-0000541,sha256_hardware,12.1
CT-0000542,sha256_hardware,12.0
CT-0000543,sha256_hardware,11.4
CT-0000544,sha256_hardware,13.6
CT-0000545,sha256_hardware,11.9
CT-0000546,sha256_hardware,11.7
CT-0000547,sha256_hardware,11.7
CT-0000548,sha256_hardware,10.4
CT-0000549,sha256_hardware,11.2
CT-0000550,sha256_hardware,11.8
CT-0000551,sha256_hardware,12.4
CT-0000552,sha256_hardware,11.6
CT-0000553,sha256_hardware,12.1
CT-0000554,sha256_hardware,12.4
CT-0000555,sha256_hardware,12.3
CT-0000556,sha256_hardware,10.9
CT-0000557,sha256_hardware,12.4
CT-0000558,sha256_hardware,13.1
CT-0000559,sha256_hardware,12.2
CT-0000560,sha256_hardware,12.2
CT-0000561,sha256_hardware,11.2
CT-0000562,sha256_hardware,10.2
CT-0000563,sha256_hardware,12.1
CT-0000564,sha256_hardware,12.1
CT-0000565,sha256_hardware,11.6
CT-0000566,sha256_hardware,11.8
CT-0000567,sha256_hardware,13.0
CT-0000568,sha256_hardware,13.5
CT-0000569,sha256_hardware,10.8
CT-0000570,sha256_hardware,10.5
CT-0000571,sha256_hardware,12.4
CT-0000572,sha256_hardware,12.9
CT-0000573,sha256_hardware,11.7
CT-0000574,sha256_hardware,11.2
CT-0000575,sha256_hardware,10.3
CT-0000576,sha256_hardware,10.7
CT-0000577,sha256_hardware,12.9
CT-0000578,sha256_hardware,11.7
CT-0000579,sha256_hardware,13.5
CT-0000580,sha256_hardware,13.0
CT-0000581,sha256_hardware,12.7
CT-0000582,sha256_hardware,11.1
CT-0000583,sha256_hardware,11.8
CT-0000584,sha256_hardware,13.8
CT-0000585,sha256_hardware,10.5
CT-0000586,sha256_hardware,12.8
CT-0000587,sha256_hardware,12.1
CT-0000588,sha256_hardware,13.4
CT-0000589,sha256_hardware,12.2
CT-0000590,sha256_hardware,12.5
CT-0000591,sha256_hardware,13.0
CT-0000592,sha256_hardware,11.8
CT-0000593,sha256_hardware,11.1
CT-0000594,sha256_hardware,11.7
CT-0000595,sha256_hardware,12.0
CT-0000596,sha256_hardware,11.9
CT-0000597,sha256_hardware,11.8
CT-0000598,sha256_hardware,11.1
CT-0000599,sha256_hardware,12.8
CT-0000600,sha256_hardware,10.2
CT-0000601,sha256_hardware,11.3
CT-0000602,sha256_hardware,12.7
CT-0000603,sha256_hardware,12.5
CT-0000604,sha256_hardware,12.9
CT-0000605,sha256_hardware,13.3
CT-0000606,sha256_hardware,12.8
CT-0000607,sha256_hardware,11.3
CT-0000608,sha256_hardware,11.1
CT-0000609,sha256_hardware,11.4
CT-0000610,sha256_hardware,12.3
CT-0000611,sha256_hardware,13.1
CT-0000612,sha256_hardware,11.7
CT-0000613,sha256_hardware,13.6
CT-0000614,sha256_hardware,11.6
CT-0000615,sha256_hardware,13.8
CT-0000616,sha256_hardware,10.3
CT-0000617,sha256_hardware,11.2
CT-0000618,sha256_hardware,11.4
CT-0000619,sha256_hardware,13.5
CT-0000620,sha256_hardware,10.5
CT-0000621,sha256_hardware,10.8
CT-0000622,sha256_hardware,12.4
CT-0000623,sha256_hardware,11.7
CT-0000624,sha256_hardware,10.5
CT-0000625,sha256_hardware,11.6
CT-0000626,sha256_hardware,12.6
CT-0000627,sha256_hardware,11.7
CT-0000628,sha256_hardware,10.6
CT-0000629,sha256_hardware,12.2
CT-0000630,sha256_hardware,11.7
CT-0000631,sha256_hardware,10.8
CT-0000632,sha256_hardware,11.6
CT-0000633,sha256_hardware,13.1
CT-0000634,sha256_hardware,11.9
CT-0000635,sha256_hardware,10.5
CT-0000636,sha256_hardware,12.4
CT-0000637,sha256_hardware,9.8
CT-0000638,sha256_hardware,12.0
CT-0000639,sha256_hardware,13.4
CT-0000640,sha256_hardware,12.3
CT-0000641,sha256_hardware,12.0
CT-0000642,sha256_hardware,11.5
CT-0000643,sha256_hardware,13.0
CT-0000644,sha256_hardware,12.9
CT-0000645,sha256_hardware,9.7
CT-0000646,sha256_hardware,12.0
CT-0000647,sha256_hardware,11.7
CT-0000648,sha256_hardware,10.7
CT-0000649,sha256_hardware,14.7
CT-0000650,sha256_hardware,11.2
CT-0000651,sha256_hardware,11.3
CT-0000652,sha256_hardware,10.3
CT-0000653,sha256_hardware,12.4
CT-0000654,sha256_hardware,11.7
CT-0000655,sha256_hardware,12.7
CT-0000656,sha256_hardware,12.8
CT-0000657,sha256_hardware,11.1
CT-0000658,sha256_hardware,11.2
CT-0000659,sha256_hardware,12.9
CT-0000660,sha256_hardware,10.4
CT-0000661,sha256_hardware,13.8
CT-0000662,sha256_hardware,12.6
CT-0000663,sha256_hardware,12.3
CT-0000664,sha256_hardware,12.2
CT-0000665,sha256_hardware,13.5
CT-0000666,sha256_hardware,12.6
CT-0000667,sha256_hardware,10.7
CT-0000668,sha256_hardware,11.6
CT-0000669,sha256_hardware,10.4
CT-0000670,sha256_hardware,10.4
CT-0000671,sha256_hardware,11.2
CT-0000672,sha256_hardware,12.9
CT-0000673,sha256_hardware,12.4
CT-0000674,sha256_hardware,13.5
CT-0000675,sha256_hardware,12.5
CT-0000676,sha256_hardware,13.2
CT-0000677,sha256_hardware,13.4
CT-0000678,sha256_hardware,10.6
CT-0000679,sha256_hardware,13.4
CT-0000680,sha256_hardware,13.8
CT-0000681,sha256_hardware,12.7
CT-0000682,sha256_hardware,12.0
CT-0000683,sha256_hardware,11.4
CT-0000684,sha256_hardware,11.7
CT-0000685,sha256_hardware,12.2
CT-0000686,sha256_hardware,12.3
CT-0000687,sha256_hardware,9.7
CT-0000688,sha256_hardware,13.5
CT-0000689,sha256_hardware,11.3
CT-0000690,sha256_hardware,11.1
CT-0000691,sha256_hardware,12.9
CT-0000692,sha256_hardware,12.5
CT-0000693,sha256_hardware,12.6
CT-0000694,sha256_hardware,13.3
CT-0000695,sha256_hardware,13.6
CT-0000696,sha256_hardware,12.7
CT-0000697,sha256_hardware,9.7
CT-0000698,sha256_hardware,12.8
CT-0000699,sha256_hardware,11.2
CT-0000700,sha256_hardware,12.2
CT-0000701,sha256_hardware,13.0
CT-0000702,sha256_hardware,10.0
CT-0000703,sha256_hardware,11.2
CT-0000704,sha256_hardware,11.9
CT-0000705,sha256_hardware,11.4
CT-0000706,sha256_hardware,12.4
CT-0000707,sha256_hardware,11.1
CT-0000708,sha256_hardware,11.0
CT-0000709,sha256_hardware,11.0
CT-0000710,sha256_hardware,12.5
CT-0000711,sha256_hardware,11.4
CT-0000712,sha256_hardware,12.8
CT-0000713,sha256_hardware,10.5
CT-0000714,sha256_hardware,10.5
CT-0000715,sha256_hardware,11.0
CT-0000716,sha256_hardware,12.7
CT-0000717,sha256_hardware,11.7
CT-0000718,sha256_hardware,12.1
CT-0000719,sha256_hardware,12.9
CT-0000720,sha256_hardware,11.4
CT-0000721,sha256_hardware,11.8
CT-0000722,sha256_hardware,13.6
CT-0000723,sha256_hardware,11.3
CT-0000724,sha256_hardware,12.3
CT-0000725,sha256_hardware,13.5
CT-0000726,sha256_hardware,10.9
CT-0000727,sha256_hardware,12.8
CT-0000728,sha256_hardware,11.0
CT-0000729,sha256_hardware,12.0
CT-0000730,sha256_hardware,11.5
CT-0000731,sha256_hardware,13.7
CT-0000732,sha256_hardware,11.2
CT-0000733,sha256_hardware,12.9
CT-0000734,sha256_hardware,14.1
CT-0000735,sha256_hardware,12.0
