timestamp,attempt_id,scenario,attacker_id,attacker_role,operation,resource,zone,decision,deny_reason,blocked
2025-08-01T17:26:05Z,SA-0000014,sensor_cross_sensor,atk-0152,Sensor,WriteSensor,SensorData,North,DENY,ROLE_INSUFFICIENT,True
2025-08-01T18:20:43Z,SA-0000015,sensor_cross_sensor,atk-0127,Sensor,ControlZone,AuditLog,West,DENY,POLICY_VIOLATION,True
2025-08-01T18:43:46Z,SA-0000016,sensor_cross_sensor,atk-0322,Sensor,ManageRoles,AuditLog,South,DENY,ZONE_MISMATCH,True
2025-08-01T21:44:05Z,SA-0000017,sensor_cross_sensor,atk-0234,Sensor,WriteSensor,RoleAssignment,West,DENY,CERT_REVOKED,True
2025-08-01T22:35:33Z,SA-0000018,sensor_cross_sensor,atk-0043,Sensor,ReadAudit,AuditLog,East,DENY,POLICY_VIOLATION,True
2025-08-02T00:12:30Z,SA-0000019,sensor_cross_sensor,atk-0232,Sensor,ReadAll,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-02T00:34:03Z,SA-0000020,sensor_cross_sensor,atk-0202,Sensor,ReadAll,IrrigationControl,North,DENY,ROLE_INSUFFICIENT,True
2025-08-02T01:13:12Z,SA-0000021,sensor_cross_sensor,atk-0024,Sensor,ReadAudit,RoleAssignment,South,DENY,ROLE_INSUFFICIENT,True
2025-08-02T06:19:21Z,SA-0000022,sensor_cross_sensor,atk-0354,Sensor,ManageRoles,IrrigationControl,South,DENY,POLICY_VIOLATION,True
2025-08-02T06:44:00Z,SA-0000023,sensor_cross_sensor,atk-0160,Sensor,ControlZone,SensorData,North,DENY,POLICY_VIOLATION,True
2025-08-02T07:29:15Z,SA-0000024,sensor_cross_sensor,atk-0131,Sensor,ReadAudit,RoleAssignment,East,DENY,OP_NOT_PERMITTED,True
2025-08-02T10:15:49Z,SA-0000025,sensor_cross_sensor,atk-0178,Sensor,WriteSensor,IrrigationControl,East,DENY,POLICY_VIOLATION,True
2025-08-02T10:36:41Z,SA-0000026,sensor_cross_sensor,atk-0011,Sensor,ControlZone,SensorData,East,DENY,ROLE_INSUFFICIENT,True
2025-08-02T12:20:54Z,SA-0000027,sensor_cross_sensor,atk-0084,Sensor,ManageRoles,RoleAssignment,East,DENY,OP_NOT_PERMITTED,True
2025-08-02T12:39:58Z,SA-0000028,sensor_cross_sensor,atk-0469,Sensor,ManageRoles,AuditLog,East,DENY,POLICY_VIOLATION,True
2025-08-02T13:23:10Z,SA-0000029,sensor_cross_sensor,atk-0401,Sensor,ReadAll,RoleAssignment,East,DENY,ZONE_MISMATCH,True
2025-08-02T14:11:34Z,SA-0000030,sensor_cross_sensor,atk-0215,Sensor,ReadAll,IrrigationControl,West,DENY,IDS_BLOCKED,True
2025-08-02T15:40:10Z,SA-0000031,sensor_cross_sensor,atk-0040,Sensor,ManageRoles,SensorData,West,DENY,POLICY_VIOLATION,True
2025-08-02T17:38:01Z,SA-0000032,sensor_cross_sensor,atk-0463,Sensor,ReadAudit,SensorData,West,DENY,ZONE_MISMATCH,True
2025-08-02T18:49:01Z,SA-0000033,sensor_cross_sensor,atk-0023,Sensor,ReadAll,IrrigationControl,West,DENY,ROLE_INSUFFICIENT,True
2025-08-02T19:46:54Z,SA-0000034,sensor_cross_sensor,atk-0468,Sensor,ControlZone,RoleAssignment,East,DENY,CERT_REVOKED,True
2025-08-02T21:00:17Z,SA-0000035,sensor_cross_sensor,atk-0218,Sensor,ReadAll,AuditLog,South,DENY,ZONE_MISMATCH,True
2025-08-02T23:07:22Z,SA-0000036,sensor_cross_sensor,atk-0155,Sensor,ManageRoles,AuditLog,West,DENY,IDS_BLOCKED,True
2025-08-03T01:34:05Z,SA-0000037,sensor_cross_sensor,atk-0082,Sensor,WriteSensor,SensorData,West,DENY,IDS_BLOCKED,True
2025-08-03T02:31:57Z,SA-0000038,sensor_cross_sensor,atk-0497,Sensor,WriteSensor,AuditLog,North,DENY,IDS_BLOCKED,True
2025-08-03T02:44:31Z,SA-0000039,sensor_cross_sensor,atk-0348,Sensor,ReadAudit,AuditLog,South,DENY,CERT_REVOKED,True
2025-08-03T04:50:26Z,SA-0000040,sensor_cross_sensor,atk-0481,Sensor,ControlZone,SensorData,North,DENY,ZONE_MISMATCH,True
2025-08-03T05:22:53Z,SA-0000041,sensor_cross_sensor,atk-0014,Sensor,WriteSensor,IrrigationControl,South,DENY,ROLE_INSUFFICIENT,True
2025-08-03T05:38:42Z,SA-0000042,sensor_cross_sensor,atk-0457,Sensor,WriteSensor,AuditLog,South,DENY,POLICY_VIOLATION,True
2025-08-03T06:11:27Z,SA-0000043,sensor_cross_sensor,atk-0452,Sensor,ReadAll,SensorData,North,DENY,POLICY_VIOLATION,True
2025-08-03T08:09:51Z,SA-0000044,sensor_cross_sensor,atk-0256,Sensor,ManageRoles,IrrigationControl,North,DENY,POLICY_VIOLATION,True
2025-08-03T10:58:51Z,SA-0000045,sensor_cross_sensor,atk-0398,Sensor,ManageRoles,SensorData,North,DENY,ROLE_INSUFFICIENT,True
2025-08-03T12:08:56Z,SA-0000046,sensor_cross_sensor,atk-0219,Sensor,ReadAll,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-03T13:40:03Z,SA-0000047,sensor_cross_sensor,atk-0013,Sensor,ReadAll,AuditLog,North,DENY,ZONE_MISMATCH,True
2025-08-03T15:33:19Z,SA-0000048,sensor_cross_sensor,atk-0140,Sensor,ManageRoles,SensorData,West,DENY,CERT_REVOKED,True
2025-08-03T16:28:59Z,SA-0000049,sensor_cross_sensor,atk-0364,Sensor,ReadAudit,RoleAssignment,West,DENY,OP_NOT_PERMITTED,True
2025-08-03T16:44:45Z,SA-0000050,sensor_cross_sensor,atk-0215,Sensor,ControlZone,SensorData,East,DENY,IDS_BLOCKED,True
2025-08-03T17:41:06Z,SA-0000051,sensor_cross_sensor,atk-0391,Sensor,ReadAll,RoleAssignment,East,DENY,POLICY_VIOLATION,True
2025-08-03T19:35:37Z,SA-0000052,sensor_cross_sensor,atk-0272,Sensor,WriteSensor,RoleAssignment,North,DENY,ZONE_MISMATCH,True
2025-08-03T19:36:37Z,SA-0000053,sensor_cross_sensor,atk-0271,Sensor,ReadAll,RoleAssignment,North,DENY,ROLE_INSUFFICIENT,True
2025-08-03T21:44:12Z,SA-0000054,sensor_cross_sensor,atk-0319,Sensor,ReadAll,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-03T23:21:42Z,SA-0000055,sensor_cross_sensor,atk-0443,Sensor,ReadAll,SensorData,North,DENY,ROLE_INSUFFICIENT,True
2025-08-04T00:07:47Z,SA-0000056,sensor_cross_sensor,atk-0093,Sensor,WriteSensor,IrrigationControl,North,DENY,ZONE_MISMATCH,True
2025-08-04T02:56:37Z,SA-0000057,sensor_cross_sensor,atk-0159,Sensor,ControlZone,SensorData,North,DENY,IDS_BLOCKED,True
2025-08-04T06:34:43Z,SA-0000058,sensor_cross_sensor,atk-0411,Sensor,ManageRoles,AuditLog,North,DENY,ROLE_INSUFFICIENT,True
2025-08-04T08:59:57Z,SA-0000059,sensor_cross_sensor,atk-0220,Sensor,WriteSensor,IrrigationControl,North,DENY,ZONE_MISMATCH,True
2025-08-04T09:08:14Z,SA-0000060,sensor_cross_sensor,atk-0064,Sensor,WriteSensor,SensorData,North,DENY,POLICY_VIOLATION,True
2025-08-04T09:27:03Z,SA-0000061,sensor_cross_sensor,atk-0452,Sensor,ReadAudit,SensorData,North,DENY,IDS_BLOCKED,True
2025-08-04T10:36:16Z,SA-0000062,sensor_cross_sensor,atk-0026,Sensor,WriteSensor,AuditLog,South,DENY,ROLE_INSUFFICIENT,True
2025-08-04T11:09:45Z,SA-0000063,sensor_cross_sensor,atk-0476,Sensor,ManageRoles,AuditLog,South,DENY,OP_NOT_PERMITTED,True
2025-08-04T11:42:06Z,SA-0000064,sensor_cross_sensor,atk-0110,Sensor,ReadAudit,AuditLog,South,DENY,OP_NOT_PERMITTED,True
2025-08-04T12:03:39Z,SA-0000065,sensor_cross_sensor,atk-0190,Sensor,ReadAudit,AuditLog,North,DENY,POLICY_VIOLATION,True
2025-08-04T13:24:32Z,SA-0000066,sensor_cross_sensor,atk-0114,Sensor,ManageRoles,SensorData,East,DENY,CERT_REVOKED,True
2025-08-04T13:57:03Z,SA-0000067,sensor_cross_sensor,atk-0469,Sensor,WriteSensor,SensorData,South,DENY,CERT_REVOKED,True
2025-08-04T13:58:23Z,SA-0000068,sensor_cross_sensor,atk-0009,Sensor,WriteSensor,AuditLog,North,DENY,CERT_REVOKED,True
2025-08-04T20:48:44Z,SA-0000069,sensor_cross_sensor,atk-0441,Sensor,ReadAudit,AuditLog,North,DENY,OP_NOT_PERMITTED,True
2025-08-04T22:54:58Z,SA-0000070,sensor_cross_sensor,atk-0078,Sensor,ReadAudit,SensorData,North,DENY,CERT_REVOKED,True
2025-08-04T23:03:42Z,SA-0000071,sensor_cross_sensor,atk-0087,Sensor,WriteSensor,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-04T23:29:19Z,SA-0000072,sensor_cross_sensor,atk-0036,Sensor,ControlZone,RoleAssignment,South,DENY,OP_NOT_PERMITTED,True
2025-08-05T00:55:11Z,SA-0000073,sensor_cross_sensor,atk-0433,Sensor,ReadAudit,AuditLog,West,DENY,POLICY_VIOLATION,True
2025-08-05T02:37:48Z,SA-0000074,sensor_cross_sensor,atk-0057,Sensor,ControlZone,IrrigationControl,East,DENY,OP_NOT_PERMITTED,True
2025-08-05T03:49:08Z,SA-0000075,sensor_cross_sensor,atk-0489,Sensor,ReadAll,AuditLog,West,DENY,CERT_REVOKED,True
2025-08-05T04:49:44Z,SA-0000076,sensor_cross_sensor,atk-0448,Sensor,ReadAll,IrrigationControl,West,DENY,POLICY_VIOLATION,True
2025-08-05T06:13:53Z,SA-0000077,sensor_cross_sensor,atk-0243,Sensor,ReadAll,RoleAssignment,East,DENY,ZONE_MISMATCH,True
2025-08-05T06:28:49Z,SA-0000078,sensor_cross_sensor,atk-0431,Sensor,ControlZone,AuditLog,North,DENY,POLICY_VIOLATION,True
2025-08-05T06:35:17Z,SA-0000079,sensor_cross_sensor,atk-0033,Sensor,WriteSensor,IrrigationControl,East,DENY,ROLE_INSUFFICIENT,True
2025-08-05T07:26:05Z,SA-0000080,sensor_cross_sensor,atk-0430,Sensor,ControlZone,AuditLog,East,DENY,OP_NOT_PERMITTED,True
2025-08-05T07:43:46Z,SA-0000081,sensor_cross_sensor,atk-0295,Sensor,ReadAudit,SensorData,South,DENY,IDS_BLOCKED,True
2025-08-05T08:03:54Z,SA-0000082,sensor_cross_sensor,atk-0383,Sensor,ControlZone,RoleAssignment,South,DENY,OP_NOT_PERMITTED,True
2025-08-05T09:07:42Z,SA-0000083,sensor_cross_sensor,atk-0430,Sensor,ReadAll,AuditLog,West,DENY,POLICY_VIOLATION,True
2025-08-05T10:09:31Z,SA-0000084,sensor_cross_sensor,atk-0228,Sensor,ReadAudit,RoleAssignment,West,DENY,CERT_REVOKED,True
2025-08-05T11:08:33Z,SA-0000085,sensor_cross_sensor,atk-0144,Sensor,WriteSensor,IrrigationControl,East,DENY,POLICY_VIOLATION,True
2025-08-05T11:50:52Z,SA-0000086,sensor_cross_sensor,atk-0416,Sensor,ControlZone,IrrigationControl,North,DENY,IDS_BLOCKED,True
2025-08-05T13:42:35Z,SA-0000087,sensor_cross_sensor,atk-0068,Sensor,ManageRoles,SensorData,North,DENY,ZONE_MISMATCH,True
2025-08-05T13:56:50Z,SA-0000088,sensor_cross_sensor,atk-0478,Sensor,ReadAll,AuditLog,North,DENY,OP_NOT_PERMITTED,True
2025-08-05T14:16:29Z,SA-0000089,sensor_cross_sensor,atk-0382,Sensor,ReadAll,SensorData,South,DENY,ZONE_MISMATCH,True
2025-08-05T17:48:12Z,SA-0000090,sensor_cross_sensor,atk-0322,Sensor,ControlZone,AuditLog,North,DENY,ROLE_INSUFFICIENT,True
2025-08-05T18:03:50Z,SA-0000091,sensor_cross_sensor,atk-0400,Sensor,WriteSensor,IrrigationControl,South,DENY,OP_NOT_PERMITTED,True
2025-08-05T18:34:53Z,SA-0000092,sensor_cross_sensor,atk-0005,Sensor,ReadAudit,IrrigationControl,East,DENY,POLICY_VIOLATION,True
2025-08-05T19:11:01Z,SA-0000093,sensor_cross_sensor,atk-0095,Sensor,ControlZone,SensorData,South,DENY,OP_NOT_PERMITTED,True
2025-08-06T03:08:30Z,SA-0000094,sensor_cross_sensor,atk-0032,Sensor,WriteSensor,SensorData,East,DENY,OP_NOT_PERMITTED,True
2025-08-06T03:29:46Z,SA-0000095,sensor_cross_sensor,atk-0451,Sensor,ControlZone,AuditLog,East,DENY,CERT_REVOKED,True
2025-08-06T03:34:30Z,SA-0000096,sensor_cross_sensor,atk-0148,Sensor,WriteSensor,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-06T05:19:18Z,SA-0000097,sensor_cross_sensor,atk-0218,Sensor,ControlZone,RoleAssignment,East,DENY,CERT_REVOKED,True
2025-08-06T05:46:23Z,SA-0000098,sensor_cross_sensor,atk-0115,Sensor,ControlZone,IrrigationControl,East,DENY,ZONE_MISMATCH,True
2025-08-06T06:10:22Z,SA-0000099,sensor_cross_sensor,atk-0058,Sensor,ControlZone,AuditLog,West,DENY,CERT_REVOKED,True
2025-08-06T06:59:08Z,SA-0000100,sensor_cross_sensor,atk-0199,Sensor,ManageRoles,IrrigationControl,North,DENY,ROLE_INSUFFICIENT,True
2025-08-06T08:01:48Z,SA-0000101,sensor_cross_sensor,atk-0440,Sensor,ControlZone,AuditLog,North,DENY,ZONE_MISMATCH,True
2025-08-06T10:38:26Z,SA-0000102,sensor_cross_sensor,atk-0499,Sensor,WriteSensor,SensorData,East,DENY,IDS_BLOCKED,True
2025-08-06T12:49:13Z,SA-0000103,sensor_cross_sensor,atk-0365,Sensor,WriteSensor,IrrigationControl,South,DENY,CERT_REVOKED,True
2025-08-06T14:03:36Z,SA-0000104,sensor_cross_sensor,atk-0247,Sensor,ManageRoles,RoleAssignment,East,DENY,ROLE_INSUFFICIENT,True
2025-08-06T14:43:32Z,SA-0000105,sensor_cross_sensor,atk-0150,Sensor,ReadAll,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-06T15:01:21Z,SA-0000106,sensor_cross_sensor,atk-0458,Sensor,ControlZone,AuditLog,West,DENY,POLICY_VIOLATION,True
2025-08-06T20:49:35Z,SA-0000107,sensor_cross_sensor,atk-0357,Sensor,ReadAudit,SensorData,North,DENY,POLICY_VIOLATION,True
2025-08-06T21:59:24Z,SA-0000108,sensor_cross_sensor,atk-0163,Sensor,ControlZone,AuditLog,South,DENY,ROLE_INSUFFICIENT,True
2025-08-06T23:44:43Z,SA-0000109,sensor_cross_sensor,atk-0396,Sensor,ReadAll,RoleAssignment,South,DENY,ZONE_MISMATCH,True
2025-08-07T01:16:22Z,SA-0000110,sensor_cross_sensor,atk-0407,Sensor,ReadAll,SensorData,East,DENY,ZONE_MISMATCH,True
2025-08-07T02:12:02Z,SA-0000111,sensor_cross_sensor,atk-0397,Sensor,ControlZone,IrrigationControl,East,DENY,POLICY_VIOLATION,True
2025-08-07T04:03:37Z,SA-0000112,sensor_cross_sensor,atk-0295,Sensor,ReadAll,RoleAssignment,East,DENY,CERT_REVOKED,True
2025-08-07T05:24:11Z,SA-0000113,sensor_cross_sensor,atk-0088,Sensor,ReadAudit,AuditLog,North,DENY,ROLE_INSUFFICIENT,True
2025-08-07T05:26:40Z,SA-0000114,sensor_cross_sensor,atk-0456,Sensor,ReadAll,SensorData,West,DENY,ZONE_MISMATCH,True
2025-08-07T08:37:13Z,SA-0000115,sensor_cross_sensor,atk-0327,Sensor,WriteSensor,RoleAssignment,East,DENY,ROLE_INSUFFICIENT,True
2025-08-07T08:43:14Z,SA-0000116,sensor_cross_sensor,atk-0057,Sensor,ControlZone,SensorData,North,DENY,ZONE_MISMATCH,True
2025-08-07T14:00:17Z,SA-0000117,sensor_cross_sensor,atk-0428,Sensor,ManageRoles,IrrigationControl,North,DENY,OP_NOT_PERMITTED,True
2025-08-07T15:16:36Z,SA-0000118,sensor_cross_sensor,atk-0424,Sensor,ControlZone,AuditLog,South,DENY,OP_NOT_PERMITTED,True
2025-08-07T15:43:11Z,SA-0000119,sensor_cross_sensor,atk-0171,Sensor,ReadAll,AuditLog,South,DENY,IDS_BLOCKED,True
2025-08-07T16:42:38Z,SA-0000120,sensor_cross_sensor,atk-0036,Sensor,ControlZone,RoleAssignment,North,DENY,POLICY_VIOLATION,True
2025-08-07T16:58:23Z,SA-0000121,sensor_cross_sensor,atk-0051,Sensor,ControlZone,AuditLog,North,DENY,POLICY_VIOLATION,True
2025-08-07T17:33:50Z,SA-0000122,sensor_cross_sensor,atk-0241,Sensor,ReadAll,IrrigationControl,North,DENY,CERT_REVOKED,True
2025-08-07T19:52:02Z,SA-0000123,sensor_cross_sensor,atk-0334,Sensor,ManageRoles,IrrigationControl,South,DENY,POLICY_VIOLATION,True
2025-08-07T21:20:21Z,SA-0000124,sensor_cross_sensor,atk-0361,Sensor,ReadAudit,AuditLog,South,DENY,ROLE_INSUFFICIENT,True
2025-08-07T21:50:44Z,SA-0000125,sensor_cross_sensor,atk-0068,Sensor,ControlZone,AuditLog,East,DENY,OP_NOT_PERMITTED,True
2025-08-07T21:54:59Z,SA-0000126,sensor_cross_sensor,atk-0156,Sensor,WriteSensor,IrrigationControl,South,DENY,IDS_BLOCKED,True
2025-08-07T23:46:44Z,SA-0000127,sensor_cross_sensor,atk-0093,Sensor,WriteSensor,RoleAssignment,North,DENY,IDS_BLOCKED,True
2025-08-07T23:55:23Z,SA-0000128,sensor_cross_sensor,atk-0459,Sensor,ManageRoles,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-08T01:59:08Z,SA-0000129,sensor_cross_sensor,atk-0433,Sensor,ManageRoles,SensorData,East,DENY,ZONE_MISMATCH,True
2025-08-08T02:31:11Z,SA-0000130,sensor_cross_sensor,atk-0434,Sensor,ManageRoles,RoleAssignment,East,DENY,IDS_BLOCKED,True
2025-08-08T04:25:35Z,SA-0000131,sensor_cross_sensor,atk-0472,Sensor,ReadAll,AuditLog,South,DENY,OP_NOT_PERMITTED,True
2025-08-08T04:59:14Z,SA-0000132,sensor_cross_sensor,atk-0130,Sensor,ReadAudit,SensorData,East,DENY,ZONE_MISMATCH,True
2025-08-08T05:58:19Z,SA-0000133,sensor_cross_sensor,atk-0393,Sensor,WriteSensor,AuditLog,South,DENY,POLICY_VIOLATION,True
2025-08-08T12:23:16Z,SA-0000134,sensor_cross_sensor,atk-0089,Sensor,ReadAudit,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-08T13:49:32Z,SA-0000135,sensor_cross_sensor,atk-0461,Sensor,ReadAudit,AuditLog,East,DENY,OP_NOT_PERMITTED,True
2025-08-08T14:01:35Z,SA-0000136,sensor_cross_sensor,atk-0012,Sensor,ReadAudit,IrrigationControl,West,DENY,POLICY_VIOLATION,True
2025-08-08T14:37:01Z,SA-0000137,sensor_cross_sensor,atk-0229,Sensor,ReadAll,SensorData,West,DENY,OP_NOT_PERMITTED,True
2025-08-08T14:39:13Z,SA-0000138,sensor_cross_sensor,atk-0421,Sensor,ManageRoles,SensorData,North,DENY,CERT_REVOKED,True
2025-08-08T15:26:55Z,SA-0000139,sensor_cross_sensor,atk-0188,Sensor,ReadAudit,IrrigationControl,North,DENY,OP_NOT_PERMITTED,True
2025-08-08T18:58:51Z,SA-0000140,sensor_cross_sensor,atk-0243,Sensor,ReadAudit,AuditLog,South,DENY,POLICY_VIOLATION,True
2025-08-08T19:14:36Z,SA-0000141,sensor_cross_sensor,atk-0223,Sensor,ReadAll,AuditLog,South,DENY,ZONE_MISMATCH,True
2025-08-08T22:09:59Z,SA-0000142,sensor_cross_sensor,atk-0103,Sensor,ControlZone,SensorData,North,DENY,CERT_REVOKED,True
2025-08-08T22:39:32Z,SA-0000143,sensor_cross_sensor,atk-0035,Sensor,ReadAll,AuditLog,West,DENY,CERT_REVOKED,True
2025-08-09T01:53:02Z,SA-0000144,sensor_cross_sensor,atk-0188,Sensor,WriteSensor,SensorData,East,DENY,POLICY_VIOLATION,True
2025-08-09T02:42:19Z,SA-0000145,sensor_cross_sensor,atk-0232,Sensor,ControlZone,IrrigationControl,North,DENY,ROLE_INSUFFICIENT,True
2025-08-09T02:58:14Z,SA-0000146,sensor_cross_sensor,atk-0131,Sensor,WriteSensor,IrrigationControl,South,DENY,ROLE_INSUFFICIENT,True
2025-08-09T04:00:45Z,SA-0000147,sensor_cross_sensor,atk-0465,Sensor,ReadAll,IrrigationControl,South,DENY,ROLE_INSUFFICIENT,True
2025-08-09T04:07:44Z,SA-0000148,sensor_cross_sensor,atk-0070,Sensor,ReadAudit,RoleAssignment,South,DENY,ZONE_MISMATCH,True
2025-08-09T05:44:26Z,SA-0000149,sensor_cross_sensor,atk-0025,Sensor,ManageRoles,AuditLog,West,DENY,IDS_BLOCKED,True
2025-08-09T09:39:33Z,SA-0000150,sensor_cross_sensor,atk-0449,Sensor,ControlZone,IrrigationControl,South,DENY,CERT_REVOKED,True
2025-08-09T10:08:47Z,SA-0000151,sensor_cross_sensor,atk-0290,Sensor,ControlZone,IrrigationControl,East,DENY,IDS_BLOCKED,True
2025-08-09T13:38:47Z,SA-0000152,sensor_cross_sensor,atk-0189,Sensor,ReadAudit,AuditLog,West,DENY,ROLE_INSUFFICIENT,True
2025-08-09T13:43:43Z,SA-0000153,sensor_cross_sensor,atk-0009,Sensor,ManageRoles,AuditLog,East,DENY,IDS_BLOCKED,True
2025-08-09T17:39:33Z,SA-0000154,sensor_cross_sensor,atk-0159,Sensor,ManageRoles,SensorData,West,DENY,OP_NOT_PERMITTED,True
2025-08-09T18:14:10Z,SA-0000155,sensor_cross_sensor,atk-0007,Sensor,WriteSensor,RoleAssignment,East,DENY,ROLE_INSUFFICIENT,True
2025-08-09T21:41:22Z,SA-0000156,sensor_cross_sensor,atk-0152,Sensor,ManageRoles,RoleAssignment,South,DENY,POLICY_VIOLATION,True
2025-08-09T22:39:48Z,SA-0000157,sensor_cross_sensor,atk-0126,Sensor,ControlZone,AuditLog,North,DENY,OP_NOT_PERMITTED,True
2025-08-09T22:58:39Z,SA-0000158,sensor_cross_sensor,atk-0398,Sensor,ReadAudit,IrrigationControl,East,DENY,CERT_REVOKED,True
2025-08-10T00:28:54Z,SA-0000159,sensor_cross_sensor,atk-0028,Sensor,ReadAudit,SensorData,North,DENY,IDS_BLOCKED,True
2025-08-10T04:30:13Z,SA-0000160,sensor_cross_sensor,atk-0311,Sensor,ReadAll,SensorData,North,DENY,ZONE_MISMATCH,True
2025-08-10T06:11:42Z,SA-0000161,sensor_cross_sensor,atk-0140,Sensor,WriteSensor,SensorData,West,DENY,ROLE_INSUFFICIENT,True
2025-08-10T08:12:05Z,SA-0000162,sensor_cross_sensor,atk-0381,Sensor,ReadAll,RoleAssignment,South,DENY,ZONE_MISMATCH,True
2025-08-10T09:11:09Z,SA-0000163,sensor_cross_sensor,atk-0008,Sensor,ManageRoles,RoleAssignment,East,DENY,CERT_REVOKED,True
2025-08-10T09:15:15Z,SA-0000164,sensor_cross_sensor,atk-0161,Sensor,WriteSensor,RoleAssignment,West,DENY,POLICY_VIOLATION,True
2025-08-10T10:26:05Z,SA-0000165,sensor_cross_sensor,atk-0463,Sensor,ManageRoles,AuditLog,West,DENY,IDS_BLOCKED,True
2025-08-10T11:43:22Z,SA-0000166,sensor_cross_sensor,atk-0468,Sensor,ReadAll,IrrigationControl,North,DENY,CERT_REVOKED,True
2025-08-10T18:59:40Z,SA-0000167,sensor_cross_sensor,atk-0122,Sensor,ReadAll,AuditLog,North,DENY,ROLE_INSUFFICIENT,True
2025-08-10T19:23:22Z,SA-0000168,sensor_cross_sensor,atk-0126,Sensor,ControlZone,IrrigationControl,East,DENY,IDS_BLOCKED,True
2025-08-10T22:17:09Z,SA-0000169,sensor_cross_sensor,atk-0005,Sensor,ManageRoles,SensorData,East,DENY,IDS_BLOCKED,True
2025-08-10T22:35:11Z,SA-0000170,sensor_cross_sensor,atk-0307,Sensor,ReadAll,SensorData,South,DENY,OP_NOT_PERMITTED,True
2025-08-11T02:25:02Z,SA-0000171,sensor_cross_sensor,atk-0309,Sensor,ControlZone,RoleAssignment,South,DENY,POLICY_VIOLATION,True
2025-08-11T04:27:13Z,SA-0000172,sensor_cross_sensor,atk-0003,Sensor,ControlZone,SensorData,South,DENY,IDS_BLOCKED,True
2025-08-11T05:18:57Z,SA-0000173,sensor_cross_sensor,atk-0075,Sensor,ReadAll,SensorData,West,DENY,ROLE_INSUFFICIENT,True
2025-08-11T05:35:09Z,SA-0000174,sensor_cross_sensor,atk-0261,Sensor,ReadAudit,AuditLog,West,DENY,ROLE_INSUFFICIENT,True
2025-08-11T05:54:56Z,SA-0000175,sensor_cross_sensor,atk-0017,Sensor,ManageRoles,SensorData,East,DENY,ROLE_INSUFFICIENT,True
2025-08-11T07:44:50Z,SA-0000176,sensor_cross_sensor,atk-0165,Sensor,WriteSensor,IrrigationControl,South,DENY,POLICY_VIOLATION,True
2025-08-11T09:13:40Z,SA-0000177,sensor_cross_sensor,atk-0125,Sensor,ControlZone,SensorData,South,DENY,ZONE_MISMATCH,True
2025-08-11T10:02:29Z,SA-0000178,sensor_cross_sensor,atk-0374,Sensor,WriteSensor,RoleAssignment,West,DENY,ROLE_INSUFFICIENT,True
2025-08-11T12:38:33Z,SA-0000179,sensor_cross_sensor,atk-0200,Sensor,ReadAudit,IrrigationControl,West,DENY,ZONE_MISMATCH,True
