timestamp,tx_id,sensor_id,device_id,zone,gateway_id,reading_id,soil_moisture,temp_c,operation,resource,decision,latency_ms,rbac_overhead_ms,signature_valid,crt_residues_received,energy_mj
2025-08-01T00:00:00Z,SW-00000022,sns-022,dev-s09,South,gw-south-01,22,43.78,22.43,WriteSensor,SensorData,GRANT,1193.2,346.0,True,2,12.221
2025-08-01T00:00:00Z,SW-00000023,sns-023,dev-s10,South,gw-south-01,23,46.35,18.0,WriteSensor,SensorData,GRANT,1285.2,351.9,True,2,13.018
2025-08-01T00:00:00Z,SW-00000024,sns-024,dev-s11,South,gw-south-01,24,45.22,18.54,WriteSensor,SensorData,GRANT,1158.2,363.7,True,2,11.901
2025-08-01T00:00:00Z,SW-00000025,sns-025,dev-s12,South,gw-south-01,25,41.67,19.69,WriteSensor,SensorData,GRANT,1212.8,317.7,True,2,12.053
2025-08-01T00:00:00Z,SW-00000026,sns-026,dev-s13,South,gw-south-01,26,47.29,19.8,WriteSensor,SensorData,GRANT,1111.3,336.6,True,2,12.078
2025-08-01T00:00:00Z,SW-00000027,sns-027,dev-e01,East,gw-east-01,27,46.3,20.98,WriteSensor,SensorData,GRANT,1266.6,330.5,True,2,12.671
2025-08-01T00:00:00Z,SW-00000028,sns-028,dev-e02,East,gw-east-01,28,42.99,19.46,WriteSensor,SensorData,GRANT,1302.1,352.4,True,2,12.366
2025-08-01T00:00:00Z,SW-00000029,sns-029,dev-e03,East,gw-east-01,29,41.96,23.52,WriteSensor,SensorData,GRANT,1210.3,314.7,True,2,12.655
2025-08-01T00:00:00Z,SW-00000030,sns-030,dev-e04,East,gw-east-01,30,44.8,21.88,WriteSensor,SensorData,GRANT,1195.6,275.6,True,2,13.566
2025-08-01T00:00:00Z,SW-00000031,sns-031,dev-e05,East,gw-east-01,31,42.5,18.25,WriteSensor,SensorData,GRANT,1262.5,362.0,True,2,12.101
2025-08-01T00:00:00Z,SW-00000032,sns-032,dev-e06,East,gw-east-01,32,45.83,18.0,WriteSensor,SensorData,GRANT,1230.8,334.2,True,2,12.322
2025-08-01T00:00:00Z,SW-00000033,sns-033,dev-e07,East,gw-east-01,33,46.61,20.7,WriteSensor,SensorData,GRANT,1344.0,274.2,True,2,12.593
2025-08-01T00:00:00Z,SW-00000034,sns-034,dev-e08,East,gw-east-01,34,44.18,19.07,WriteSensor,SensorData,GRANT,1251.7,319.7,True,2,12.268
2025-08-01T00:00:00Z,SW-00000035,sns-035,dev-e09,East,gw-east-01,35,49.01,18.99,WriteSensor,SensorData,GRANT,1208.7,288.8,True,2,12.11
2025-08-01T00:00:00Z,SW-00000036,sns-036,dev-e10,East,gw-east-01,36,42.56,21.7,WriteSensor,SensorData,GRANT,1227.6,355.8,True,2,12.484
2025-08-01T00:00:00Z,SW-00000037,sns-037,dev-e11,East,gw-east-01,37,49.4,18.1,WriteSensor,SensorData,GRANT,1321.2,331.7,True,2,12.487
2025-08-01T00:00:00Z,SW-00000038,sns-038,dev-e12,East,gw-east-01,38,46.69,18.76,WriteSensor,SensorData,GRANT,1295.7,336.8,True,2,12.792
2025-08-01T00:00:00Z,SW-00000039,sns-039,dev-w01,West,gw-west-01,39,43.19,20.09,WriteSensor,SensorData,GRANT,1158.5,355.2,True,2,12.503
2025-08-01T00:00:00Z,SW-00000040,sns-040,dev-w02,West,gw-west-01,40,42.72,19.78,WriteSensor,SensorData,GRANT,1209.7,312.1,True,2,12.291
2025-08-01T00:00:00Z,SW-00000041,sns-041,dev-w03,West,gw-west-01,41,41.89,20.98,WriteSensor,SensorData,GRANT,1216.4,333.9,True,2,11.636
2025-08-01T00:00:00Z,SW-00000042,sns-042,dev-w04,West,gw-west-01,42,49.69,21.07,WriteSensor,SensorData,GRANT,1246.5,384.9,True,2,11.543
2025-08-01T00:00:00Z,SW-00000043,sns-043,dev-w05,West,gw-west-01,43,45.67,20.22,WriteSensor,SensorData,GRANT,1261.2,346.1,True,2,12.615
2025-08-01T00:00:00Z,SW-00000044,sns-044,dev-w06,West,gw-west-01,44,41.81,23.19,WriteSensor,SensorData,GRANT,1182.6,346.2,True,2,12.839
2025-08-01T00:00:00Z,SW-00000045,sns-045,dev-w07,West,gw-west-01,45,49.23,19.07,WriteSensor,SensorData,GRANT,1144.7,327.1,True,2,11.614
2025-08-01T00:00:00Z,SW-00000046,sns-046,dev-w08,West,gw-west-01,46,45.53,20.81,WriteSensor,SensorData,GRANT,1224.8,343.8,True,2,12.168
2025-08-01T00:00:00Z,SW-00000047,sns-047,dev-w09,West,gw-west-01,47,42.28,21.85,WriteSensor,SensorData,GRANT,1237.0,344.1,True,2,12.271
2025-08-01T00:00:00Z,SW-00000048,sns-048,dev-w10,West,gw-west-01,48,43.89,18.36,WriteSensor,SensorData,GRANT,1186.1,326.7,True,3,12.596
2025-08-01T00:00:00Z,SW-00000049,sns-049,dev-w11,West,gw-west-01,49,43.05,20.84,WriteSensor,SensorData,GRANT,1133.7,276.1,True,3,11.982
2025-08-01T00:00:00Z,SW-00000050,sns-050,dev-w12,West,gw-west-01,50,44.0,18.0,WriteSensor,SensorData,GRANT,1162.0,351.6,True,2,13.576
2025-08-01T00:30:00Z,SW-00000051,sns-001,dev-n01,North,gw-north-01,51,45.94,19.57,WriteSensor,SensorData,GRANT,1217.0,337.0,True,2,12.479
2025-08-01T00:30:00Z,SW-00000052,sns-002,dev-n02,North,gw-north-01,52,45.56,18.0,WriteSensor,SensorData,GRANT,1207.9,313.7,True,2,12.365
2025-08-01T00:30:00Z,SW-00000053,sns-003,dev-n03,North,gw-north-01,53,45.98,18.0,WriteSensor,SensorData,GRANT,1154.9,267.2,True,3,12.032
2025-08-01T00:30:00Z,SW-00000054,sns-004,dev-n04,North,gw-north-01,54,47.68,19.74,WriteSensor,SensorData,GRANT,1176.8,296.6,True,2,11.806
2025-08-01T00:30:00Z,SW-00000055,sns-005,dev-n05,North,gw-north-01,55,43.88,19.18,WriteSensor,SensorData,GRANT,1132.6,261.4,True,2,12.207
2025-08-01T00:30:00Z,SW-00000056,sns-006,dev-n06,North,gw-north-01,56,42.8,19.03,WriteSensor,SensorData,GRANT,1257.0,296.8,True,2,12.237
2025-08-01T00:30:00Z,SW-00000057,sns-007,dev-n07,North,gw-north-01,57,42.53,18.07,WriteSensor,SensorData,GRANT,1298.3,334.4,True,2,12.145
2025-08-01T00:30:00Z,SW-00000058,sns-008,dev-n08,North,gw-north-01,58,41.49,19.64,WriteSensor,SensorData,GRANT,1199.2,296.1,True,2,12.519
2025-08-01T00:30:00Z,SW-00000059,sns-009,dev-n09,North,gw-north-01,59,40.93,20.7,WriteSensor,SensorData,GRANT,1135.0,324.2,True,2,12.64
2025-08-01T00:30:00Z,SW-00000060,sns-010,dev-n10,North,gw-north-01,60,44.86,18.0,WriteSensor,SensorData,GRANT,1245.6,351.8,True,3,12.543
2025-08-01T00:30:00Z,SW-00000061,sns-011,dev-n11,North,gw-north-01,61,40.44,18.03,WriteSensor,SensorData,GRANT,1246.1,323.0,True,2,12.378
2025-08-01T00:30:00Z,SW-00000062,sns-012,dev-n12,North,gw-north-01,62,41.04,20.89,WriteSensor,SensorData,GRANT,1225.7,328.0,True,2,13.193
2025-08-01T00:30:00Z,SW-00000063,sns-013,dev-n13,North,gw-north-01,63,43.16,21.26,WriteSensor,SensorData,GRANT,1276.2,342.6,True,2,12.747
2025-08-01T00:30:00Z,SW-00000064,sns-014,dev-s01,South,gw-south-01,64,49.67,18.0,WriteSensor,SensorData,GRANT,1229.4,322.4,True,2,12.75
2025-08-01T00:30:00Z,SW-00000065,sns-015,dev-s02,South,gw-south-01,65,49.99,18.0,WriteSensor,SensorData,GRANT,1212.8,343.9,True,3,12.394
2025-08-01T00:30:00Z,SW-00000066,sns-016,dev-s03,South,gw-south-01,66,42.35,18.0,WriteSensor,SensorData,GRANT,1228.9,304.1,True,2,12.44
2025-08-01T00:30:00Z,SW-00000067,sns-017,dev-s04,South,gw-south-01,67,42.0,18.0,WriteSensor,SensorData,GRANT,1301.3,341.7,True,2,12.828
2025-08-01T00:30:00Z,SW-00000068,sns-018,dev-s05,South,gw-south-01,68,48.87,18.0,WriteSensor,SensorData,GRANT,1352.5,347.5,True,2,11.839
2025-08-01T00:30:00Z,SW-00000069,sns-019,dev-s06,South,gw-south-01,69,42.45,20.08,WriteSensor,SensorData,GRANT,1241.9,368.9,True,2,12.311
2025-08-01T00:30:00Z,SW-00000070,sns-020,dev-s07,South,gw-south-01,70,42.74,19.79,WriteSensor,SensorData,GRANT,1256.3,332.8,True,2,12.51
2025-08-01T00:30:00Z,SW-00000071,sns-021,dev-s08,South,gw-south-01,71,43.51,19.53,WriteSensor,SensorData,GRANT,1234.4,294.5,True,2,12.437
2025-08-01T00:30:00Z,SW-00000072,sns-022,dev-s09,South,gw-south-01,72,44.87,19.06,WriteSensor,SensorData,GRANT,1248.3,353.2,True,2,13.099
2025-08-01T00:30:00Z,SW-00000073,sns-023,dev-s10,South,gw-south-01,73,39.1,21.73,WriteSensor,SensorData,GRANT,1301.4,256.0,True,2,12.293
2025-08-01T00:30:00Z,SW-00000074,sns-024,dev-s11,South,gw-south-01,74,45.12,18.0,WriteSensor,SensorData,GRANT,1251.9,291.6,True,3,12.605
2025-08-01T00:30:00Z,SW-00000075,sns-025,dev-s12,South,gw-south-01,75,45.98,18.0,WriteSensor,SensorData,GRANT,1271.6,352.7,True,3,12.186
2025-08-01T00:30:00Z,SW-00000076,sns-026,dev-s13,South,gw-south-01,76,39.43,19.83,WriteSensor,SensorData,GRANT,1224.2,331.2,True,2,12.516
2025-08-01T00:30:00Z,SW-00000077,sns-027,dev-e01,East,gw-east-01,77,46.86,18.29,WriteSensor,SensorData,GRANT,1187.6,326.1,True,2,12.508
2025-08-01T00:30:00Z,SW-00000078,sns-028,dev-e02,East,gw-east-01,78,47.03,18.62,WriteSensor,SensorData,GRANT,1125.6,296.9,True,2,11.714
2025-08-01T00:30:00Z,SW-00000079,sns-029,dev-e03,East,gw-east-01,79,44.2,19.23,WriteSensor,SensorData,GRANT,1201.4,341.5,True,2,12.742
2025-08-01T00:30:00Z,SW-00000080,sns-030,dev-e04,East,gw-east-01,80,46.95,20.79,WriteSensor,SensorData,GRANT,1159.3,397.9,True,2,12.864
2025-08-01T00:30:00Z,SW-00000081,sns-031,dev-e05,East,gw-east-01,81,49.69,18.1,WriteSensor,SensorData,GRANT,1192.9,326.1,True,2,12.255
2025-08-01T00:30:00Z,SW-00000082,sns-032,dev-e06,East,gw-east-01,82,46.43,18.0,WriteSensor,SensorData,GRANT,1166.3,333.1,True,2,11.449
2025-08-01T00:30:00Z,SW-00000083,sns-033,dev-e07,East,gw-east-01,83,47.29,21.95,WriteSensor,SensorData,GRANT,1291.6,305.5,True,3,12.424
2025-08-01T00:30:00Z,SW-00000084,sns-034,dev-e08,East,gw-east-01,84,42.12,20.05,WriteSensor,SensorData,GRANT,1275.3,334.8,True,2,12.345
2025-08-01T00:30:00Z,SW-00000085,sns-035,dev-e09,East,gw-east-01,85,48.89,18.0,WriteSensor,SensorData,GRANT,1310.5,373.8,True,2,12.894
2025-08-01T00:30:00Z,SW-00000086,sns-036,dev-e10,East,gw-east-01,86,46.64,19.45,WriteSensor,SensorData,GRANT,1205.1,299.6,True,2,12.748
2025-08-01T00:30:00Z,SW-00000087,sns-037,dev-e11,East,gw-east-01,87,42.65,18.6,WriteSensor,SensorData,GRANT,1205.2,305.1,True,2,12.403
2025-08-01T00:30:00Z,SW-00000088,sns-038,dev-e12,East,gw-east-01,88,42.71,20.26,WriteSensor,SensorData,GRANT,1209.3,332.7,True,2,12.684
2025-08-01T00:30:00Z,SW-00000089,sns-039,dev-w01,West,gw-west-01,89,48.61,18.0,WriteSensor,SensorData,GRANT,1179.9,320.7,True,2,12.576
2025-08-01T00:30:00Z,SW-00000090,sns-040,dev-w02,West,gw-west-01,90,45.02,21.92,WriteSensor,SensorData,GRANT,1271.8,293.4,True,2,12.541
2025-08-01T00:30:00Z,SW-00000091,sns-041,dev-w03,West,gw-west-01,91,42.35,19.37,WriteSensor,SensorData,GRANT,1222.4,276.3,True,2,11.825
2025-08-01T00:30:00Z,SW-00000092,sns-042,dev-w04,West,gw-west-01,92,46.7,18.0,WriteSensor,SensorData,GRANT,1145.8,316.9,True,2,12.208
2025-08-01T00:30:00Z,SW-00000093,sns-043,dev-w05,West,gw-west-01,93,43.79,20.54,WriteSensor,SensorData,GRANT,1344.2,331.1,True,2,11.937
2025-08-01T00:30:00Z,SW-00000094,sns-044,dev-w06,West,gw-west-01,94,41.21,18.0,WriteSensor,SensorData,GRANT,1175.9,338.8,True,2,12.121
2025-08-01T00:30:00Z,SW-00000095,sns-045,dev-w07,West,gw-west-01,95,42.58,19.05,WriteSensor,SensorData,GRANT,1086.0,379.0,True,2,12.185
2025-08-01T00:30:00Z,SW-00000096,sns-046,dev-w08,West,gw-west-01,96,40.39,18.0,WriteSensor,SensorData,GRANT,1270.1,294.9,True,2,12.009
2025-08-01T00:30:00Z,SW-00000097,sns-047,dev-w09,West,gw-west-01,97,48.39,18.21,WriteSensor,SensorData,GRANT,1265.4,326.2,True,2,12.665
2025-08-01T00:30:00Z,SW-00000098,sns-048,dev-w10,West,gw-west-01,98,47.89,21.08,WriteSensor,SensorData,GRANT,1178.9,377.6,True,2,11.757
2025-08-01T00:30:00Z,SW-00000099,sns-049,dev-w11,West,gw-west-01,99,45.31,21.28,WriteSensor,SensorData,GRANT,1202.0,368.3,True,2,12.051
2025-08-01T00:30:00Z,SW-00000100,sns-050,dev-w12,West,gw-west-01,100,44.98,20.72,WriteSensor,SensorData,GRANT,1306.3,337.8,True,2,12.125
2025-08-01T01:00:00Z,SW-00000101,sns-001,dev-n01,North,gw-north-01,101,45.56,22.17,WriteSensor,SensorData,GRANT,1273.6,303.2,True,3,11.575
2025-08-01T01:00:00Z,SW-00000102,sns-002,dev-n02,North,gw-north-01,102,47.03,18.0,WriteSensor,SensorData,GRANT,1162.8,285.9,True,2,13.14
2025-08-01T01:00:00Z,SW-00000103,sns-003,dev-n03,North,gw-north-01,103,46.84,18.0,WriteSensor,SensorData,GRANT,1196.9,298.8,True,2,11.903
2025-08-01T01:00:00Z,SW-00000104,sns-004,dev-n04,North,gw-north-01,104,42.82,18.0,WriteSensor,SensorData,GRANT,1353.1,327.4,True,2,11.895
2025-08-01T01:00:00Z,SW-00000105,sns-005,dev-n05,North,gw-north-01,105,47.93,18.0,WriteSensor,SensorData,GRANT,1243.0,349.3,True,2,12.602
2025-08-01T01:00:00Z,SW-00000106,sns-006,dev-n06,North,gw-north-01,106,47.54,19.67,WriteSensor,SensorData,GRANT,1267.8,236.2,True,2,11.679
2025-08-01T01:00:00Z,SW-00000107,sns-007,dev-n07,North,gw-north-01,107,37.44,23.29,WriteSensor,SensorData,GRANT,1181.0,317.9,True,2,10.869
2025-08-01T01:00:00Z,SW-00000108,sns-008,dev-n08,North,gw-north-01,108,46.13,18.59,WriteSensor,SensorData,GRANT,1269.2,312.2,True,2,13.448
2025-08-01T01:00:00Z,SW-00000109,sns-009,dev-n09,North,gw-north-01,109,46.01,18.65,WriteSensor,SensorData,GRANT,1310.7,324.7,True,2,12.054
2025-08-01T01:00:00Z,SW-00000110,sns-010,dev-n10,North,gw-north-01,110,43.92,20.53,WriteSensor,SensorData,GRANT,1222.1,351.8,True,2,12.539
2025-08-01T01:00:00Z,SW-00000111,sns-011,dev-n11,North,gw-north-01,111,40.92,18.0,WriteSensor,SensorData,GRANT,1240.0,354.9,True,2,12.157
2025-08-01T01:00:00Z,SW-00000112,sns-012,dev-n12,North,gw-north-01,112,52.75,18.21,WriteSensor,SensorData,GRANT,1153.0,274.9,True,2,11.877
2025-08-01T01:00:00Z,SW-00000113,sns-013,dev-n13,North,gw-north-01,113,48.06,19.06,WriteSensor,SensorData,GRANT,1200.4,348.6,True,2,12.117
2025-08-01T01:00:00Z,SW-00000114,sns-014,dev-s01,South,gw-south-01,114,46.6,21.55,WriteSensor,SensorData,GRANT,1177.0,295.3,True,2,12.076
2025-08-01T01:00:00Z,SW-00000115,sns-015,dev-s02,South,gw-south-01,115,45.76,18.31,WriteSensor,SensorData,GRANT,1143.8,374.6,True,2,11.888
2025-08-01T01:00:00Z,SW-00000116,sns-016,dev-s03,South,gw-south-01,116,47.7,19.16,WriteSensor,SensorData,GRANT,1016.9,266.9,True,2,12.221
2025-08-01T01:00:00Z,SW-00000117,sns-017,dev-s04,South,gw-south-01,117,51.12,18.76,WriteSensor,SensorData,GRANT,1186.7,340.1,True,2,12.276
2025-08-01T01:00:00Z,SW-00000118,sns-018,dev-s05,South,gw-south-01,118,38.8,18.0,WriteSensor,SensorData,GRANT,1246.5,256.8,True,2,12.747
2025-08-01T01:00:00Z,SW-00000119,sns-019,dev-s06,South,gw-south-01,119,40.92,20.14,WriteSensor,SensorData,GRANT,1152.5,293.0,True,2,12.521
2025-08-01T01:00:00Z,SW-00000120,sns-020,dev-s07,South,gw-south-01,120,41.49,19.07,WriteSensor,SensorData,GRANT,1270.7,269.2,True,2,12.32
2025-08-01T01:00:00Z,SW-00000121,sns-021,dev-s08,South,gw-south-01,121,47.0,20.03,WriteSensor,SensorData,GRANT,1240.9,311.9,True,2,12.454
2025-08-01T01:00:00Z,SW-00000122,sns-022,dev-s09,South,gw-south-01,122,45.18,21.09,WriteSensor,SensorData,GRANT,1193.5,322.3,True,2,12.661
2025-08-01T01:00:00Z,SW-00000123,sns-023,dev-s10,South,gw-south-01,123,48.2,19.68,WriteSensor,SensorData,GRANT,1107.4,363.3,True,2,12.61
2025-08-01T01:00:00Z,SW-00000124,sns-024,dev-s11,South,gw-south-01,124,42.42,18.39,WriteSensor,SensorData,GRANT,1244.4,299.7,True,2,12.314
2025-08-01T01:00:00Z,SW-00000125,sns-025,dev-s12,South,gw-south-01,125,52.76,18.0,WriteSensor,SensorData,GRANT,1252.5,283.1,True,2,11.57
2025-08-01T01:00:00Z,SW-00000126,sns-026,dev-s13,South,gw-south-01,126,44.66,20.0,WriteSensor,SensorData,GRANT,1189.3,273.7,True,2,11.989
2025-08-01T01:00:00Z,SW-00000127,sns-027,dev-e01,East,gw-east-01,127,45.31,20.4,WriteSensor,SensorData,GRANT,1104.1,300.7,True,2,12.078
2025-08-01T01:00:00Z,SW-00000128,sns-028,dev-e02,East,gw-east-01,128,41.7,18.31,WriteSensor,SensorData,GRANT,1241.5,269.6,True,2,12.897
2025-08-01T01:00:00Z,SW-00000129,sns-029,dev-e03,East,gw-east-01,129,46.33,18.0,WriteSensor,SensorData,GRANT,1184.7,310.2,True,3,11.975
2025-08-01T01:00:00Z,SW-00000130,sns-030,dev-e04,East,gw-east-01,130,45.08,18.0,WriteSensor,SensorData,GRANT,1211.6,348.7,True,2,12.509
2025-08-01T01:00:00Z,SW-00000131,sns-031,dev-e05,East,gw-east-01,131,44.94,19.6,WriteSensor,SensorData,GRANT,1180.3,324.2,True,2,12.969
2025-08-01T01:00:00Z,SW-00000132,sns-032,dev-e06,East,gw-east-01,132,46.28,18.0,WriteSensor,SensorData,GRANT,1221.1,309.5,True,2,12.343
2025-08-01T01:00:00Z,SW-00000133,sns-033,dev-e07,East,gw-east-01,133,43.93,18.0,WriteSensor,SensorData,GRANT,1048.7,335.0,True,2,13.087
2025-08-01T01:00:00Z,SW-00000134,sns-034,dev-e08,East,gw-east-01,134,43.7,18.0,WriteSensor,SensorData,GRANT,1166.3,324.4,True,2,11.576
2025-08-01T01:00:00Z,SW-00000135,sns-035,dev-e09,East,gw-east-01,135,45.19,18.0,WriteSensor,SensorData,GRANT,1168.4,324.2,True,2,12.527
2025-08-01T01:00:00Z,SW-00000136,sns-036,dev-e10,East,gw-east-01,136,42.66,18.0,WriteSensor,SensorData,GRANT,1249.9,282.4,True,3,12.474
2025-08-01T01:00:00Z,SW-00000137,sns-037,dev-e11,East,gw-east-01,137,51.76,20.59,WriteSensor,SensorData,GRANT,1340.8,297.5,True,2,12.43
2025-08-01T01:00:00Z,SW-00000138,sns-038,dev-e12,East,gw-east-01,138,48.97,21.35,WriteSensor,SensorData,GRANT,1260.4,294.9,True,2,12.947
2025-08-01T01:00:00Z,SW-00000139,sns-039,dev-w01,West,gw-west-01,139,51.27,18.0,WriteSensor,SensorData,GRANT,1218.2,315.2,True,2,12.801
2025-08-01T01:00:00Z,SW-00000140,sns-040,dev-w02,West,gw-west-01,140,45.27,18.76,WriteSensor,SensorData,GRANT,1195.5,370.9,True,2,12.636
2025-08-01T01:00:00Z,SW-00000141,sns-041,dev-w03,West,gw-west-01,141,46.21,18.49,WriteSensor,SensorData,GRANT,1160.2,360.9,True,2,12.693
2025-08-01T01:00:00Z,SW-00000142,sns-042,dev-w04,West,gw-west-01,142,45.12,18.0,WriteSensor,SensorData,GRANT,1203.1,264.6,True,2,11.822
2025-08-01T01:00:00Z,SW-00000143,sns-043,dev-w05,West,gw-west-01,143,41.1,18.79,WriteSensor,SensorData,GRANT,1157.5,347.6,True,2,12.399
2025-08-01T01:00:00Z,SW-00000144,sns-044,dev-w06,West,gw-west-01,144,42.75,18.66,WriteSensor,SensorData,GRANT,1232.6,289.9,True,2,13.206
2025-08-01T01:00:00Z,SW-00000145,sns-045,dev-w07,West,gw-west-01,145,47.65,18.06,WriteSensor,SensorData,GRANT,1085.5,370.6,True,2,12.012
2025-08-01T01:00:00Z,SW-00000146,sns-046,dev-w08,West,gw-west-01,146,45.94,18.0,WriteSensor,SensorData,GRANT,1251.9,342.0,True,2,13.111
2025-08-01T01:00:00Z,SW-00000147,sns-047,dev-w09,West,gw-west-01,147,42.56,18.93,WriteSensor,SensorData,GRANT,1253.4,347.1,True,2,11.602
2025-08-01T01:00:00Z,SW-00000148,sns-048,dev-w10,West,gw-west-01,148,45.46,18.84,WriteSensor,SensorData,GRANT,1272.3,308.3,True,2,12.805
2025-08-01T01:00:00Z,SW-00000149,sns-049,dev-w11,West,gw-west-01,149,45.77,18.28,WriteSensor,SensorData,GRANT,1242.1,331.1,True,2,12.607
2025-08-01T01:00:00Z,SW-00000150,sns-050,dev-w12,West,gw-west-01,150,47.28,18.95,WriteSensor,SensorData,GRANT,1105.1,334.8,True,2,11.841
2025-08-01T01:30:00Z,SW-00000151,sns-001,dev-n01,North,gw-north-01,151,45.3,20.05,WriteSensor,SensorData,GRANT,1171.3,297.3,True,2,12.897
2025-08-01T01:30:00Z,SW-00000152,sns-002,dev-n02,North,gw-north-01,152,45.95,18.27,WriteSensor,SensorData,GRANT,1150.7,337.3,True,2,12.387
2025-08-01T01:30:00Z,SW-00000153,sns-003,dev-n03,North,gw-north-01,153,43.91,18.0,WriteSensor,SensorData,GRANT,1318.6,321.9,True,2,12.777
2025-08-01T01:30:00Z,SW-00000154,sns-004,dev-n04,North,gw-north-01,154,47.69,18.35,WriteSensor,SensorData,GRANT,1064.9,304.0,True,3,12.325
2025-08-01T01:30:00Z,SW-00000155,sns-005,dev-n05,North,gw-north-01,155,46.69,18.41,WriteSensor,SensorData,GRANT,1283.8,339.4,True,2,13.534
2025-08-01T01:30:00Z,SW-00000156,sns-006,dev-n06,North,gw-north-01,156,45.6,18.13,WriteSensor,SensorData,GRANT,1187.8,261.6,True,2,13.148
2025-08-01T01:30:00Z,SW-00000157,sns-007,dev-n07,North,gw-north-01,157,46.09,20.12,WriteSensor,SensorData,GRANT,1261.0,344.3,True,2,12.2
2025-08-01T01:30:00Z,SW-00000158,sns-008,dev-n08,North,gw-north-01,158,47.52,18.39,WriteSensor,SensorData,GRANT,1255.8,347.2,True,2,12.681
2025-08-01T01:30:00Z,SW-00000159,sns-009,dev-n09,North,gw-north-01,159,43.55,19.08,WriteSensor,SensorData,GRANT,1214.8,301.4,True,2,11.952
2025-08-01T01:30:00Z,SW-00000160,sns-010,dev-n10,North,gw-north-01,160,43.81,18.55,WriteSensor,SensorData,GRANT,1339.2,319.3,True,2,13.002
