outage_id,gateway_id,zone_id,sensor_id,outage_type,outage_start,outage_end,expected_readings,captured_readings,gateway_received_readings,committed_readings,committed_during_outage,committed_after_recovery,missing_readings,duplicate_readings,sequence_gaps,median_commit_delay_minutes,maximum_commit_delay_minutes,buffering_evidence,status
OUT-01,gw-north,North,sns-001,lora_link_failure,2025-08-17T04:00:00+01:00,2025-08-17T12:42:00+01:00,17,0,not_available,2928,0,18,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 18 recovered in a burst immediately after reconnection (expected ~17 missed slots); reading_id sequence continuous (sns-001); gateway log: CONFIRMED,verified_buffered_replay
OUT-01,gw-north,North,sns-012,lora_link_failure,2025-08-17T04:00:00+01:00,2025-08-17T12:42:00+01:00,17,0,not_available,2928,0,18,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 18 recovered in a burst immediately after reconnection (expected ~17 missed slots); reading_id sequence continuous (sns-012); gateway log: CONFIRMED,verified_buffered_replay
OUT-01,gw-north,North,sns-013,lora_link_failure,2025-08-17T04:00:00+01:00,2025-08-17T12:42:00+01:00,17,0,not_available,2928,0,18,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 18 recovered in a burst immediately after reconnection (expected ~17 missed slots); reading_id sequence continuous (sns-013); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-039,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-039); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-040,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-040); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-041,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-041); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-042,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-042); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-043,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-043); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-044,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-044); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-045,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-045); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-046,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-046); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-047,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-047); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-048,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-048); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-049,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-049); gateway log: CONFIRMED,verified_buffered_replay
OUT-02,gw-west,West,sns-050,power_fluctuation,2025-08-23T14:00:00+01:00,2025-08-23T14:24:00+01:00,1,0,not_available,2928,0,2,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 2 recovered in a burst immediately after reconnection (expected ~1 missed slots); reading_id sequence continuous (sns-050); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-014,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-014); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-015,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-015); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-016,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-016); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-017,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-017); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-018,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-018); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-019,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-019); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-020,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-020); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-021,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-021); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-022,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-022); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-023,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-023); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-024,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-024); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-025,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-025); gateway log: CONFIRMED,verified_buffered_replay
OUT-03,gw-south,South,sns-026,firmware_watchdog_reset,2025-08-24T01:00:00+01:00,2025-08-24T01:12:00+01:00,0,0,not_available,2928,0,1,0,0,0,not_available_single_timestamp_field,not_available_single_timestamp_field,0 readings during outage; 1 recovered in a burst immediately after reconnection (expected ~0 missed slots); reading_id sequence continuous (sns-026); gateway log: CONFIRMED,verified_buffered_replay
