category,doi,status,title,authors,year,venue,publisher,type,cited_by,sources,doi_url,oa_pdf_url,downloaded,file
"cited_reference","10.1016/j.compag.2018.09.040","verified","An IoT based smart irrigation management system using Machine learning and open source technologies","Amarendra Goap; Deepak Sharma; A.K. Shukla; C. Rama Krishna","2018","Computers and Electronics in Agriculture","Elsevier BV","journal-article","574","paper version 1 to upload for report","https://doi.org/10.1016/j.compag.2018.09.040","","no",""
"cited_reference","10.1016/j.compag.2020.105709","verified","Crop yield prediction using machine learning: A systematic literature review","Thomas van Klompenburg; Ayalew Kassahun; Cagatay Catal","2020","Computers and Electronics in Agriculture","Elsevier BV","journal-article","1613","paper version 1 to upload for report","https://doi.org/10.1016/j.compag.2020.105709","https://www.sciencedirect.com/science/article/pii/S0168169920302301/pdf","no",""
"cited_reference","10.1016/j.jbi.2014.06.002","verified","Publishing data from electronic health records while preserving privacy: A survey of algorithms","Aris Gkoulalas-Divanis; Grigorios Loukides; Jimeng Sun","2014","Journal of Biomedical Informatics","Elsevier BV","journal-article","155","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1016/j.jbi.2014.06.002","https://www.sciencedirect.com/science/article/pii/S1532046414001403/pdf","no",""
"cited_reference","10.1016/j.jbi.2019.103140","verified","Analyzing the performance of a blockchain-based personal health record implementation","Alex Roehrs; Cristiano André da Costa; Rodrigo da Rosa Righi; Valter Ferreira da Silva; José Roberto Goldim; Douglas C. Schmidt","2019","Journal of Biomedical Informatics","Elsevier BV","journal-article","143","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1016/j.jbi.2019.103140","https://www.sciencedirect.com/science/article/pii/S1532046419300589/pdf","no",""
"cited_reference","10.1016/j.jhydrol.2007.06.032","verified","Evaluation of a low-cost soil water content sensor for wireless network applications","H.R. Bogena; J.A. Huisman; C. Oberdörster; H. Vereecken","2007","Journal of Hydrology","Elsevier BV","journal-article","313","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.jhydrol.2007.06.032","","no",""
"cited_reference","10.1016/j.jii.2018.01.005","verified","5G Internet of Things: A survey","Shancang Li; Li Da Xu; Shanshan Zhao","2018","Journal of Industrial Information Integration","Elsevier BV","journal-article","795","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.jii.2018.01.005","http://eprints.uwe.ac.uk/34737/1/IoT5m.pdf","no",""
"cited_reference","10.1016/j.matpr","malformed_or_incomplete","","","","","","","","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.matpr","","no",""
"cited_reference","10.1016/j.matpr.2021.06.253","verified","A review on different types of material joints fabricated by microwave hybrid heating method","Parminder Singh; D.R. Prajapati; Shankar Sehgal","2022","Materials Today: Proceedings","Elsevier BV","journal-article","8","project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.matpr.2021.06.253","","no",""
"cited_reference","10.1016/j.procs.2019.11.088","verified","Data exchanges based on blockchain in m-Health applications","Antonio Clim; Răzvan Daniel Zota; Radu Constantinescu","2019","Procedia Computer Science","Elsevier BV","journal-article","40","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1016/j.procs.2019.11.088","https://www.sciencedirect.com/science/article/pii/S1877050919317892/pdf","no",""
"cited_reference","10.1016/j.procs.2020.06.021","verified","Preserving the Privacy of Electronic Health Records using Blockchain","Yogesh Sharma; B. Balamurugan","2020","Procedia Computer Science","Elsevier BV","journal-article","117","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1016/j.procs.2020.06.021","","no",""
"cited_reference","10.1016/j.tifs.2019.07.034","verified","The rise of blockchain technology in agriculture and food supply chains","Andreas Kamilaris; Agusti Fonts; Francesc X. Prenafeta-Boldύ","2019","Trends in Food Science &amp; Technology","Elsevier BV","journal-article","1074","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.tifs.2019.07.034","","no",""
"cited_reference","10.1016/j.trac.2018.08.011","verified","Future challenges on the use of blockchain for food traceability analysis","Juan F. Galvez; J.C. Mejuto; J. Simal-Gandara","2018","TrAC Trends in Analytical Chemistry","Elsevier BV","journal-article","784","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/j.trac.2018.08.011","","no",""
"cited_reference","10.1016/s0065-2113(08)60513-1","verified","Aspects of Precision Agriculture","Francis J. Pierce; Peter Nowak","1999","Advances in Agronomy","Elsevier","book-chapter","500","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/s0065-2113(08)60513-1","","no",""
"cited_reference","10.1016/s0168-1699(02)00096-0","verified","Precision agriculture—a worldwide overview","Naiqian Zhang; Maohua Wang; Ning Wang","2002","Computers and Electronics in Agriculture","Elsevier BV","journal-article","979","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1016/s0168-1699(02)00096-0","","no",""
"cited_reference","10.1038/s41598-025-92842-8","verified","Multi blockchain architecture for judicial case management using smart contracts","Tahir Alyas; Qaiser Abbas; Sadia Niazi; Saad Said Alqahtany; Turki Alghamdi; Ali Alzahrani; Nadia Tabassum; Aidarus Mohamed Ibrahim","2025","Scientific Reports","Springer Science and Business Media LLC","journal-article","13","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1038/s41598-025-92842-8","https://www.nature.com/articles/s41598-025-92842-8.pdf","yes","papers/Multi_blockchain_architecture_for_judicial_case_management_using_smart_contracts.pdf"
"cited_reference","10.1089/omi.2020.0045","verified","Blockchain for Digital Health: Prospects and Challenges","Nikolaos Evangelatos; Vural Özdemir; Angela Brand","2020","OMICS: A Journal of Integrative Biology","SAGE Publications","journal-article","12","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1089/omi.2020.0045","","no",""
"cited_reference","10.1093/comjnl/bxp118","verified","A Necessary and Sufficient Condition for the Liveness of Normal Nets","G. Liu; C. Jiang; D. Y. Chao","2009","The Computer Journal","Oxford University Press (OUP)","journal-article","12","project with reviewers updates ok ok (1)","https://doi.org/10.1093/comjnl/bxp118","","no",""
"cited_reference","10.1093/jamia/ocx068","verified","Blockchain distributed ledger technologies for biomedical and health care applications","Tsung-Ting Kuo; Hyeon-Eui Kim; Lucila Ohno-Machado","2017","Journal of the American Medical Informatics Association","Oxford University Press (OUP)","journal-article","1132","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1093/jamia/ocx068","https://academic.oup.com/jamia/article-pdf/24/6/1211/34149246/ocx068.pdf","no",""
"cited_reference","10.1093/jamia/ocy185","verified","Comparison of blockchain platforms: a systematic review and healthcare examples","Tsung-Ting Kuo; Hugo Zavaleta Rojas; Lucila Ohno-Machado","2019","Journal of the American Medical Informatics Association","Oxford University Press (OUP)","journal-article","239","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1093/jamia/ocy185","https://academic.oup.com/jamia/article-pdf/26/5/462/34946373/ocy185.pdf","no",""
"cited_reference","10.1109/40","malformed_or_incomplete","","","","","","","","paper version 1 to upload for report | project with reviewers updates ok ok (1)","https://doi.org/10.1109/40","","no",""
"cited_reference","10.1109/40.877952","verified","The design space of register renaming techniques","D. Sima","2000","IEEE Micro","Institute of Electrical and Electronics Engineers (IEEE)","journal-article","51","project with reviewers updates ok ok (1)","https://doi.org/10.1109/40.877952","","no",""
"cited_reference","10.1109/access.2017.doi","malformed_or_incomplete","","","","","","","","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1109/access.2017.doi","","no",""
"cited_reference","10.1109/access.2019.2904300","verified","An Efficient Authentication Scheme for Blockchain-Based Electronic Health Records","Fei Tang; Shuai Ma; Yong Xiang; Changlu Lin","2019","IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)","journal-article","135","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1109/access.2019.2904300","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08666709.pdf","yes","papers/An_Efficient_Authentication_Scheme_for_Blockchain_Based_Electronic_Health_Records.pdf"
"cited_reference","10.1109/access.2019.2917555","verified","Blockchain for Secure EHRs Sharing of Mobile Cloud Based E-Health Systems","Dinh C. Nguyen; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne","2019","IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)","journal-article","495","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1109/access.2019.2917555","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08717579.pdf","yes","papers/Blockchain_for_Secure_EHRs_Sharing_of_Mobile_Cloud_Based_E_Health_Systems.pdf"
"cited_reference","10.1109/access.2019.2917976","verified","EACMS: Emergency Access Control Management System for Personal Health Record Based on Blockchain","Ahmed Raza Rajput; Qianmu Li; Milad Taleby Ahvanooey; Isma Masood","2019","IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)","journal-article","143","Enhancing_Bitcoin_Scalability_through_Parallel_Programming_and_Chinese","https://doi.org/10.1109/access.2019.2917976","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08718607.pdf","yes","papers/EACMS_Emergency_Access_Control_Management_System_for_Personal_Health_Record_Based_on_Blockchain.pdf"
