key,entry_type,doi,title,authors,year,venue,status,oa_status,oa_pdf_url,downloaded,file,lookup,notes
"adi2013ph","article","""","Low-Power Soil pH Measurement Techniques","Analog Devices","2013","Analog Devices Application Note","unresolved","unknown","""","no","""","""",""""
"components1012020bh1750","article","""","BH1750 Light Sensor Module","Components101","2020","Components101","unresolved","unknown","""","no","""","""",""""
"byrne2022bh1750","article","""","Calibrating the BH1750 for PAR Measurement","Byrne, M.","2022","IotaWatt Engineering Blog","unresolved","unknown","""","no","""","""",""""
"adafruit2016rfm95w","article","""","RFM95W LoRa Radio Transceiver","Adafruit Industries","2016","Adafruit Product Guide","unresolved","unknown","""","no","""","""",""""
"rpi2023specs","article","""","Raspberry Pi 4 Model B Technical Specifications","Raspberry Pi Foundation","2023","Raspberry Pi Documentation","unresolved","unknown","""","no","""","""",""""
"waveshare2024sx1302","article","""","SX1302 LoRaWAN Gateway Module Overview","Waveshare Electronics","2024","Waveshare Wiki","unresolved","unknown","""","no","""","""",""""
"microsoft2023tpm","article","""","Trusted Platform Module (TPM) Technology Overview","Microsoft Corporation","2023","Microsoft Learn","unresolved","unknown","""","no","""","""",""""
"ttn2024eu868","article","""","EU868 LoRaWAN Frequency Plan","The Things Network","2024","TTN Documentation","unresolved","unknown","""","no","""","""",""""
"loraalliance2021regional","article","""","LoRaWAN Regional Parameters v1.0","LoRa Alliance","2021","LoRa Alliance Technical Specification","unresolved","unknown","""","no","""","""",""""
"meshunderground2025","misc","""","Building a Self-Healing Raspberry Pi Mesh Using BATMAN-adv","Mesh Underground","2025","""","unresolved","unknown","""","no","""","""",""""
"kishore2015mesh","article","""","Performance Evaluation of Mesh Protocols in Real-Time Test Beds","Kishore, D. M.","2015","International Research Journal of Engineering and Technology","unresolved","unknown","""","no","""","""",""""
"cpalgCRT","misc","""","Chinese Remainder Theorem --- cp\_algorithms","Kamil Debowski and others","2024","""","unresolved","unknown","""","no","""","""",""""
"garnersAlgorithm","misc","""","Garner's Algorithm --- cp\_algorithms","Kamil Debowski and others","2024","""","unresolved","unknown","""","no","""","""",""""
"orderingServiceDoc","misc","""","Ordering Service Documentation","Hyperledger Fabric Team","2024","""","unresolved","unknown","""","no","""","""",""""
"ibmFabric","misc","""","Hyperledger Fabric Overview","IBM","2023","""","unresolved","unknown","""","no","""","""",""""
"mdpiAccessControl","article","10.3390/s22205981","Hyperledger Fabric Access Control System for IoT Layer in Blockchain-Based Applications","Długosz, Pawel and others","2022","Sensors","unresolved","unknown","""","no","""","""",""""
"mediumChaincode","misc","""","Explained: Chaincode in Hyperledger Fabric","Kaur, Manpreet","2020","""","unresolved","unknown","""","no","""","""",""""
"privateDataDoc","misc","""","Private Data Collections Documentation","Hyperledger Fabric Team","2024","""","unresolved","unknown","""","no","""","""",""""
"johnny2024tomato","misc","""","How to Grow Tomatoes from Seed","Johnny's Selected Seeds","2024","""","unresolved","unknown","""","no","""","""",""""
"seedco2021tomato","misc","""","Field Tomato Production Guide","Prime SeedCo","2021","""","unresolved","unknown","""","no","""","""",""""
"iclTomato","misc","10.1007/s11356-020-10461-4","Fertilizers for Tomato","ICL Growing Solutions","2023","""","downloaded","hybrid","https://link.springer.com/content/pdf/10.1007/s11356-020-10461-4.pdf","yes","papers/Fertilizers_for_Tomato.pdf","openalex_title",""""
"UCIPM2024","misc","""","Fertilization: Tomato Pest Management Guidelines","UC ANR Statewide Integrated Pest Management Program","2024","""","unresolved","unknown","""","no","""","""",""""
"MU2020tomato","misc","""","Growing Home Garden Tomatoes","University of Missouri Extension","2020","""","matched","green","https://hdl.handle.net/10355/51063","no","""","openalex_title","OA location did not return a PDF"
"UNebraska2008peppers","misc","""","Garden Peppers (NebGuide G1879)","Lindgren, Dale T. and Hodges, Laurie and Browning, Sarah J.","2008","""","unresolved","unknown","""","no","""","""",""""
"Rutgers2025peppers","misc","""","Peppers — Mid-Atlantic Commercial Vegetable Production Recommendations 2024/2025","Rutgers Cooperative Extension","2024","""","unresolved","unknown","""","no","""","""",""""
"shimray2019kingchili","article","10.20546/ijcmas.2019.808.318","Effect of Spacing and Nutrient Management on Growth and Yield of King Chilli (Capsicum chinense)","Shimray, Akhoki G. and others","2019","Int. J. Curr. Microbiol. App. Sci.","matched","diamond","https://www.ijcmas.com/8-8-2019/Akhoki G. Shimray, et al.pdf","no","""","openalex_title","OA location did not return a PDF"
"mozambique2021lorawan","article","10.1016/j.comcom.2020.10.009","A Study of LoRaWAN Protocol Performance for IoT Applications in Smart Agriculture","Bouaziz, Maha and Rachedi, Abderrezak and Belghith, Aref","2020","Computer Communications","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"centenaro2016lorawanlimits","article","""","Long-range communications in unlicensed bands: The LoRa technology","Centenaro, Marco and Vangelista, Lorenzo and Zanella, Andrea and Zorzi, Michele","2016","IEEE Wireless Communications","unresolved","unknown","""","no","""","""",""""
"greenbeans2013sensor","article","10.1016/j.scienta.2018.10.037","Physiological response of red pepper to different irrigation regimes under drip irrigation in the Mediterranean region of Turkey","Sezen, S. M. and Yazar, A. and Tekin, S. and Eker, S. and Kapur, B.","2019","Scientia Horticulturae","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"irrigation2022smart","article","10.1016/j.compag.2018.09.040","An IoT based smart irrigation management system using Machine learning and open source technologies","Goap, Amarendra and Sharma, Dinesh and Shukla, A. K. and Rama Krishna, C.","2018","Computers and Electronics in Agriculture","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"pepper2021moisturecontrol","article","10.1016/j.agwat.2005.04.008","Effect of drip and sprinkler irrigation on yield and quality of field grown bell pepper","Sezen, S. M. and Yazar, A. and Eker, S.","2006","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"capsicumspacing2017study","article","10.21273/horttech.16.2.0283","Drip-irrigated pepper production in Florida","Simonne, Eric and Studstill, David W. and Hochmuth, Robert C. and Olczyk, Tom and Webb, Sidney E.","2006","HortTechnology","unresolved","unknown","""","no","""","""",""""
"precision2020yield","article","10.1016/j.agwat.2009.08.021","Effects of soil water deficit on yield and quality of processing tomato under a Mediterranean climate","Patanè, Cristina and Cosentino, Salvatore L.","2010","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"iotreview2021productivity","article","10.1109/access.2021.3129552","A comprehensive review of IoT and wireless sensor networks in precision agriculture","Aydin, Gokhan and Hall, Michael J.","2021","IEEE Access","unresolved","unknown","""","no","""","""",""""
"pepperquality2019irrigation","article","10.1016/j.eja.2006.08.004","Yield response and N-fertiliser recovery of tomato grown under deficit irrigation","Topcu, Suat and Kirda, Cengiz and Dasgan, Yildiz and Kaman, Haluk and Cetin, Mehmet and Yazici, Ali and Bacon, Michael A.","2007","European Journal of Agronomy","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"labor2025smartplantation","article","10.3389/frcmn.2025.1587402","Smart agriculture resource allocation and energy optimization using bidirectional long short-term memory with ant colony optimization (Bi-LSTM--ACO)","Rathi, M. and Gomathy, C.","2025","Frontiers in Communications and Networks","matched_existing","open","""","yes","papers/Smart_agriculture_resource_allocation_and_energy_optimization_using_bidirectional_long_short_term_memory_with_.pdf","""",""""
"crtcompression2018","article","10.5120/ijca2021921556","Evaluation and Performance Analysis of Chinese Remainder Theorem and Its Application to Lossless Image Compression","Vidhya, P. and Brindha, R.","2021","International Journal of Computer Applications","matched_no_oa_pdf","closed","""","no","""","openalex_title",""""
"fabric2019performance","inproceedings","10.1145/3190508.3190538","Hyperledger Fabric: A Distributed Operating System for Permissioned Blockchains","Androulaki, Elli and Barger, Artem and Bortnikov, Vita and Cachin, Christian and Christidis, Konstantinos and De Caro, Angelo and Enyeart, David and Ferris, Christopher and Laventman, Gennady and Manevich, Yacov and Muralidharan, Srinivasan and Murthy, Chet and Nguyen, Binh and Sethi, Manish and Singh, Gari and Smith, Keith and Sorniotti, Alessandro and Stathakopoulou, Chrysoula and Vukoli\'c, Marko and Cocco, Sharon Weed and Yellick, Jason","2018","Proceedings of the 13th EuroSys Conference","matched","gold","https://dl.acm.org/doi/pdf/10.1145/3190508.3190538","no","""","openalex_doi","OA location did not return a PDF"
"lin2020blockchainIOT","article","10.1109/access.2020.2973178","Security and Privacy for Green IoT-Based Agriculture: Review, Blockchain Solutions, and Challenges","Ferrag, Mohamed Amine and Shu, Lei and Yang, Xianjun and Derhab, Abdelouahid and Maglaras, Leandros","2020","IEEE Access","matched_existing","open","""","yes","papers/Security_and_Privacy_for_Green_IoT_Based_Agriculture_Review_Blockchain_Solutions_and_Challenges.pdf","""",""""
"tian2017agri","article","""","A supply chain traceability system for food safety based on HACCP, blockchain \& Internet of Things","Tian, Feng","2017","2017 International Conference on Service Systems and Service Management","unresolved","unknown","""","no","""","""",""""
"kamilaris2018food","article","10.1016/j.tifs.2019.07.034","The Rise of Blockchain Technology in Agriculture and Food Supply Chains","Kamilaris, Andreas and Fonts, Agusti and Prenafeta-Bold\'u, Francesc X.","2019","Trends in Food Science \& Technology","matched_existing_file","open","""","yes","papers/The_Rise_of_Blockchain_Technology_in_Agriculture_and_Food_Supply_Chains.pdf","""",""""
"yuan2018cryptographic","article","10.1016/j.future.2018.05.046","On Blockchain and Its Integration with IoT: Challenges and Opportunities","Reyna, Ana and Mart\'in, Cristian and Chen, Jaime and Soler, Enrique and D\'iaz, Manuel","2018","Future Generation Computer Systems","matched","hybrid","https://www.sciencedirect.com/science/article/pii/S0167739X17329205/pdf","no","""","openalex_doi","OA location did not return a PDF"
"raza2018lorawan","article","10.3390/s18113995","A Survey of LoRaWAN for IoT: From Technology to Application","Haxhibeqiri, Jetmir and De Poorter, Eli and Moerman, Ingrid and Hoebeke, Jeroen","2018","Sensors","matched_existing","open","""","yes","papers/A_Survey_of_LoRaWAN_for_IoT_From_Technology_to_Application.pdf","""",""""
"ferdous2020decentralized","article","10.1109/access.2022.3142563","A Framework for Blockchain-Based Smart Farming System Using IoT","Patil, Akshay S. and Tama, Bayu Adhi and Park, YoungHo and Rhee, Kyung-Hyune","2022","IEEE Access","unresolved","unknown","""","no","""","""",""""
"shanhong2021water","article","10.1016/j.compag.2018.09.040","An IoT based smart irrigation management system using Machine learning and open source technologies","Goap, Amarendra and Sharma, Dinesh and Shukla, A. K. and Rama Krishna, C.","2018","Computers and Electronics in Agriculture","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"ali2022secureIOT","article","10.1109/access.2019.2918000","Blockchain-Based Soybean Traceability in Agricultural Supply Chain","Salah, Khaled and Nizamuddin, Nishara and Jayaraman, Raja and Omar, Mohammed","2019","IEEE Access","downloaded","gold","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08718621.pdf","yes","papers/Blockchain_Based_Soybean_Traceability_in_Agricultural_Supply_Chain.pdf","openalex_doi",""""
"chatterjee2023precision","article","10.1016/j.agsy.2020.103046","Digital twins in smart farming","Verdouw, Cor and Tekinerdogan, Bedir and Beulens, Adrie and Wolfert, Sjaak","2021","Agricultural Systems","matched","hybrid","https://www.sciencedirect.com/science/article/pii/S0308521X20309070/pdf","no","""","openalex_doi","OA location did not return a PDF"
"gondchawar2016agriculture4","article","10.37255/jme.v16i3pp077-081","IOT Based Smart Agriculture","Gondchawar, Nikesh and Kawitkar, R. S.","2016","International Journal of Advanced Research in Computer and Communication Engineering","matched","diamond","https://smenec.org/index.php/1/article/download/319/285","no","""","openalex_title","OA location did not return a PDF"
"liu2024blockchainwater","article","10.1016/j.atech.2025.101654","A blockchain- and self-sovereign identity-based collaborative framework for secure and verifiable cross-organizational data sharing in smart irrigation","Amraouy, Okacha and Benbrahim, Mohammed and Kabbaj, Mohammed Nabil","2025","Smart Agricultural Technology","matched","gold","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"tar2023fabric","article","10.3390/s22134868","Experimental Performance Analysis of a Scalable Distributed Hyperledger Fabric for a Large-Scale IoT Testbed","Pajooh, Houshyar Honar and Rashid, Mohammad A. and Alam, Fakhrul and Demidenko, Serge","2022","Sensors","matched_existing","open","""","yes","papers/Experimental_Performance_Analysis_of_a_Scalable_Distributed_Hyperledger_Fabric_for_a_Large_Scale_IoT_Testbed.pdf","""",""""
"george2025review","article","10.1016/j.tifs.2019.07.034","The Rise of Blockchain Technology in Agriculture and Food Supply Chains","Kamilaris, Andreas and Fonts, Agusti and Prenafeta-Bold\'u, Francesc X.","2019","Trends in Food Science \& Technology","matched_existing_file","open","""","yes","papers/The_Rise_of_Blockchain_Technology_in_Agriculture_and_Food_Supply_Chains.pdf","""",""""
"singh2019iotSmartIrrigation","article","10.3390/s20041042","IoT-Based Smart Irrigation Systems: An Overview on the Recent Trends on Sensors and IoT Systems for Irrigation in Precision Agriculture","Garc\'ia, Laura and Parra, Lorena and Jimenez, Jose M. and Lloret, Jaime and Lorenz, Pascal","2020","Sensors","downloaded","gold","https://www.mdpi.com/1424-8220/20/4/1042/pdf?version=1581852410","yes","papers/IoT_Based_Smart_Irrigation_Systems_An_Overview_on_the_Recent_Trends_on_Sensors_and_IoT_Systems_for_Irriga.pdf","openalex_doi",""""
"pereira2023blockchainTrust","article","10.3390/s23187992","Blockchain-Based Smart Farm Security Framework for the Internet of Things","Aliyu, Ahmed Abubakar and Liu, Jinshuo","2023","Sensors","matched_existing_file","open","""","yes","papers/Blockchain_Based_Smart_Farm_Security_Framework_for_the_Internet_of_Things.pdf","""",""""
"xu2019survey","article","10.1016/j.tifs.2019.07.034","The Rise of Blockchain Technology in Agriculture and Food Supply Chains","Kamilaris, Andreas and Fonts, Agusti and Prenafeta-Bold\'u, Francesc X.","2019","Trends in Food Science \& Technology","matched_existing_file","open","""","yes","papers/The_Rise_of_Blockchain_Technology_in_Agriculture_and_Food_Supply_Chains.pdf","""",""""
"tia2020waterstress","article","10.1007/s11269-006-9111-6","Challenges to Manage the Risk of Water Scarcity and Climate Change in the Mediterranean","Iglesias, Ana and Garrote, Luis and Flores, Francisco and Moneo, Mercedes","2007","Water Resources Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"benali2024tunisiaWater","article","10.1002/ird.2492","Agriculture sustainability in arid lands of southern Tunisia: Ecological impacts of irrigation water quality and human practices","Dhaouadi, Latifa and Besser, Houda and Wassar, Fatma","2020","Irrigation and Drainage","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"perez2022iotBlockchainCase","article","10.1109/access.2020.2973178","Security and Privacy for Green IoT-Based Agriculture: Review, Blockchain Solutions, and Challenges","Ferrag, Mohamed Amine and Shu, Lei and Yang, Xianjun and Derhab, Abdelouahid and Maglaras, Leandros","2020","IEEE Access","matched_existing","open","""","yes","papers/Security_and_Privacy_for_Green_IoT_Based_Agriculture_Review_Blockchain_Solutions_and_Challenges.pdf","""",""""
"khan2021fabricCRT","article","10.1109/access.2022.3146851","Residue Number System-based Approach to Minimise Energy Consumption in Wireless Sensor Networks","Rahman, Md Atiqur and Hamzah, Faisal and Safdar, Ghazanfar Ali","2022","IEEE Access","matched","diamond","https://journalajrcos.com/index.php/AJRCOS/article/download/291/581","no","""","openalex_title","OA location did not return a PDF"
"cui2023ipfsFabric","article","10.3390/su10093149","Innovative Blockchain-Based Approach for Sustainable and Credible Environment in Food Trade: A Case Study in Shandong Province, China","Mao, Dandan and Hao, Zhenning and Wang, Fan and Li, Hao","2018","Sustainability","downloaded","gold","https://www.mdpi.com/2071-1050/10/9/3149/pdf?version=1536027929","yes","papers/Innovative_Blockchain_Based_Approach_for_Sustainable_and_Credible_Environment_in_Food_Trade_A_Case_Study_.pdf","openalex_doi",""""
"salmi2020rsa","article","10.1016/j.adhoc.2014.03.009","A novel user authentication and key agreement scheme for heterogeneous ad hoc wireless sensor networks, based on the Internet of Things notion","Turkanovi\'c, Muhamed and Brumen, Bo\vstjan and H\""olbl, Marko","2014","Ad Hoc Networks","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"sharma2018merkle","article","10.3745/jips.04.0022","Block-VN: A Distributed Blockchain Based Vehicular Network Architecture in Smart City","Sharma, Pradip Kumar and Moon, Seo Yeon and Park, Jong Hyuk","2017","JIPS: Journal of Information Processing Systems","matched","diamond","http://jips-k.org/journals/jips/digital-library/manuscript/file/22701/JIPS-2016-12-1-100.pdf","no","""","openalex_doi","OA PDF download failed"
"marjanovic2024traceability","article","10.1016/j.atech.2025.101654","A blockchain- and self-sovereign identity-based collaborative framework for secure and verifiable cross-organizational data sharing in smart irrigation","Amraouy, Okacha and Benbrahim, Mohammed and Kabbaj, Mohammed Nabil","2025","Smart Agricultural Technology","matched","gold","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"mohammed2025loraEnergy","article","10.3390/s23146332","An Advanced Energy-Efficient Environmental Monitoring in Precision Agriculture Using LoRa-Based Wireless Sensor Networks","Vukovic, Vukica and Raca, Darijo and Vukovic, Milan","2023","Sensors","matched_existing","open","""","yes","papers/An_Advanced_Energy_Efficient_Environmental_Monitoring_in_Precision_Agriculture_Using_LoRa_Based_Wireless_Senso.pdf","""",""""
"anderson2021iotBlockchain","article","10.1109/comst.2017.2694144","Blockchain in internet of things: challenges and solutions","Dorri, Ali and Kanhere, Salil S. and Jurdak, Raja","2017","IEEE Communications Surveys \& Tutorials","matched_existing_file","open","""","yes","papers/Blockchain_in_internet_of_things_challenges_and_solutions.pdf","""",""""
"zhao2023smartcontracts","article","10.1016/j.matpr.2021.06.253","A systematic review of blockchain technology for agriculture supply chain management","Rama, R. and Kanchana, V. and Sivasankari, N. and Prabha, S.","2021","Materials Today: Proceedings","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"williams2022savings","article","10.1016/j.compag.2020.105441","A review on monitoring and advanced control strategies for precision irrigation","Abioye, Emmanuel Abiodun and Abidin, Mohammad Shukri Zainal and Mahmud, Mohd Saiful Azimi and Buyamin, Salinda and Ishak, Mohamad Hafis Izran and Rahman, Muhammad Khairie Idham Abd and Otuoze, Abdulrahaman Okino and Onotu, Patrick and Ramli, Muhammad Shahrul Azwan","2020","Computers and Electronics in Agriculture","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"garrido2018mediterranean","article","10.1016/j.agwat.2015.03.014","Adaptation strategies for agricultural water management under climate change in Europe","Iglesias, Ana and Garrote, Luis","2015","Agricultural Water Management","matched","hybrid","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"adeloye2021tunisiaAgro","article","10.1093/jxb/erl165","Deficit irrigation for reducing agricultural water use","Fereres, Elias and Soriano, Mar\'ia Auxiliadora","2007","Journal of Experimental Botany","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"owusu2025iotAgri","article","10.1002/advs.202503102","Blockchain-Empowered H-CPS Architecture for Smart Agriculture","Wang, Xiaoding and Wu, Qibin and Zeng, Haitao and Yang, Xu and Cui, Hui and Yi, Xun and Piran, Md Jalil and Luo, Ming and Que, Youxiong","2025","Advanced Science","matched","open","https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/advs.202503102","no","""","openalex_doi+crossref_cc","OA location did not return a PDF"
"rahman2019agriSecurity","article","10.1109/jiot.2017.2767291","Evaluating Critical Security Issues of the IoT World: Present and Future Challenges","Frustaci, Mario and Pace, Pasquale and Aloi, Gianluca and Fortino, Giancarlo","2018","IEEE Internet of Things Journal","matched","green","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"arshad2022blockchainBenefits","article","10.1016/j.csi.2011.03.004","A review of wireless sensors and networks' applications in agriculture","Aqeel-ur-Rehman and Abbasi, Asad Ullah and Islam, Nizar and Shaikh, Zubair Ahmed","2014","Computer Standards \& Interfaces","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"fernandez2024iotTamper","article","10.1007/3-540-48184-2_32","A Digital Signature Based on a Conventional Encryption Function","Merkle, Ralph C.","1988","Lecture Notes in Computer Science","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"jayaram2023hyperledger","inproceedings","10.1145/3190508.3190538","Hyperledger Fabric: A Distributed Operating System for Permissioned Blockchains","Androulaki, Elli and Barger, Artem and Bortnikov, Vita and Cachin, Christian and Christidis, Konstantinos and De Caro, Angelo and Enyeart, David and Ferris, Christopher and Laventman, Gennady and Manevich, Yacov and Muralidharan, Srinivasan and Murthy, Chet and Nguyen, Binh and Sethi, Manish and Singh, Gari and Smith, Keith and Sorniotti, Alessandro and Stathakopoulou, Chrysoula and Vukoli\'c, Marko and Cocco, Sharon Weed and Yellick, Jason","2018","Proceedings of the 13th EuroSys Conference","matched","gold","https://dl.acm.org/doi/pdf/10.1145/3190508.3190538","no","""","openalex_doi","OA location did not return a PDF"
"kim2023privacy","article","10.1109/spw.2015.27","Decentralizing Privacy: Using Blockchain to Protect Personal Data","Zyskind, Guy and Nathan, Oz and Pentland, Alex","2015","2015 IEEE Security and Privacy Workshops","downloaded","gold","https://ieeexplore.ieee.org/ielx7/7160794/7163193/07163223.pdf","yes","papers/Decentralizing_Privacy_Using_Blockchain_to_Protect_Personal_Data.pdf","openalex_doi",""""
"yang2021iotSensing","article","10.1016/j.biosystemseng.2017.09.007","Internet of Things in agriculture, recent advances and future challenges","Tzounis, Antonis and Katsoulas, Nikolaos and Bartzanas, Thomas and Kittas, Constantinos","2017","Biosystems Engineering","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"agri2024sensorAccuracy","article","10.3390/s21237964","Low-Cost IoT-Based Soil Monitoring System: Design and Accuracy Assessment","Molina-Cuevas, Alexander and Quijano-Velasco, William and Guerrero-Gonz\'alez, Antonio","2021","Sensors","downloaded","gold","https://www.mdpi.com/1424-8220/21/23/7964/pdf?version=1638347384","yes","papers/Low_Cost_IoT_Based_Soil_Monitoring_System_Design_and_Accuracy_Assessment.pdf","openalex_doi",""""
"saito2025blockchainWaterQuality","article","10.1109/access.2022.3208440","Distributed Control Architecture for Blockchain-Based IoT Water Quality Monitoring","Hung, Le Thanh and Kang, Seungwoo and Song, Jaeseung","2022","IEEE Access","unresolved","unknown","""","no","""","""",""""
"hassan2019iotSecurity","article","10.1109/access.2019.2949703","A Survey on the Role of IoT in Agriculture for the Implementation of Smart Farming","Farooq, M. S. and Riaz, Shamyla and Abid, Adnan and Abid, Kashif and Naeem, M. A.","2019","IEEE Access","downloaded","gold","https://ieeexplore.ieee.org/ielx7/6287639/8600701/08883163.pdf","yes","papers/A_Survey_on_the_Role_of_IoT_in_Agriculture_for_the_Implementation_of_Smart_Farming.pdf","openalex_doi",""""
"dube2024fabricIrrigation","inproceedings","10.1109/mascots.2018.00034","Performance Benchmarking and Optimizing Hyperledger Fabric Blockchain Platform","Thakkar, Parth and Nathan, Senthil and Vishwanathan, Balaji","2018","2018 IEEE 26th International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems (MASCOTS)","matched_existing","open","""","yes","papers/Performance_Benchmarking_and_Optimizing_Hyperledger_Fabric_Blockchain_Platform.pdf","""",""""
"garcia2021sensorFailures","article","10.1016/j.future.2015.09.021","Integration of Cloud computing and Internet of Things: A survey","Botta, Alessio and de Donato, Walter and Persico, Valerio and Pescap\'e, Antonio","2016","Future Generation Computer Systems","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"wei2024autonomousIrrigation","article","10.1007/s00271-011-0313-1","Advanced process control of irrigation: the current state and an analysis to aid future development","McCarthy, A. C. and Hancock, N. H. and Raine, S. R.","2013","Irrigation Science","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"liu2021traceableSupply","article","10.18174/426747","Blockchain for agriculture and food: Findings from the pilot study","Ge, Li and Brewster, Christopher and Spek, Jacco and Smeenk, Anton and Top, Jan","2017","Wageningen Economic Research Report","matched","gold","http://library.wur.nl/WebQuery/wurpubs/fulltext/426747","no","""","openalex_doi","OA PDF download failed"
"miller2020climateImpact","article","10.1016/j.agwat.2010.01.025","The irrigation of agricultural land in Italy: main economic implications and effects in an ongoing climate change","Dono, Gabriele and Giraldo, Luca and Severini, Simone","2010","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"ali2023farmDataTampering","article","10.3390/s23187992","Blockchain-Based Smart Farm Security Framework for the Internet of Things","Aliyu, Ahmed Abubakar and Liu, Jinshuo","2023","Sensors","matched_existing_file","open","""","yes","papers/Blockchain_Based_Smart_Farm_Security_Framework_for_the_Internet_of_Things.pdf","""",""""
"debruyne2022trust","article","10.1016/j.tele.2018.11.006","A systematic literature review of blockchain-based applications: Current status, classification and open issues","Casino, Fran and Dasaklis, Thomas K. and Patsakis, Constantinos","2019","Telematics and Informatics","matched","hybrid","https://www.sciencedirect.com/science/article/pii/S0736585318306324/pdf","no","""","openalex_doi","OA location did not return a PDF"
"akhtar2019sensingAccuracy","article","10.2136/vzj2012.0160","Evaluation of Standard Calibration Functions for Eight Electromagnetic Soil Moisture Sensors","Vaz, Carlos M. P. and Jones, Scott and Meding, Mace and Tuller, Markus","2013","Vadose Zone Journal","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"wen2025cropYield","article","10.1016/j.agwat.2015.09.011","Optimal model-based deficit irrigation scheduling using AquaCrop: A simulation study with cotton, potato and tomato","Linker, Raphael and Ioslovich, Ilya and Sylaios, Georgios and Plauborg, Finn and Battilani, Antonio","2016","Agricultural Water Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"pinto2024throughput","article","10.1002/nem.2099","FastFabric: Scaling Hyperledger Fabric to 20,000 Transactions per Second","Gorenflo, Christian and Lee, Stephen and Golab, Lukasz and Keshav, Srinivasan","2020","International Journal of Network Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"ogunleye2020iotBlockchain","article","10.1109/access.2019.2917555","Blockchain for Secure EHRs Sharing of Mobile Cloud Based E-Health Systems","Nguyen, Dinh C. and Pathirana, Pubudu N. and Ding, Ming and Seneviratne, Aruna","2019","IEEE Access","matched_existing","open","""","yes","papers/Blockchain_for_Secure_EHRs_Sharing_of_Mobile_Cloud_Based_E_Health_Systems.pdf","""",""""
"lopez2023remoteFailure","article","10.3390/s19102228","Design and Implementation of an Integrated IoT Blockchain Platform for Sensing Data Integrity","Hang, Lei and Kim, Do-Hyeun","2019","Sensors","matched","gold","""","no","""","openalex_doi","Open-access landing page found, but no direct PDF URL"
"suleiman2025agriculture5","article","10.3389/fbloc.2026.1766232","Smart agriculture 5.0: blockchain and reinforcement learning synergy for multicropping optimization and traceable IoT-enabled supply chains","Jagan Mohan, R. N. V. and Rayanoothala, P. S. Pravallika Sree and Praneetha Sree, R. P. R.","2026","Frontiers in Blockchain","matched_existing_file","open","""","yes","papers/Smart_agriculture_5_0_blockchain_and_reinforcement_learning_synergy_for_multicropping_optimization_and_tr.pdf","""",""""
"nguyen2022smartFarmingSC","article","10.1109/icsssm.2016.7538424","An agri-food supply chain traceability system for China based on RFID \& blockchain technology","Tian, Feng","2016","2016 International Conference on Service Systems and Service Management","matched_no_oa_pdf","closed","""","no","""","openalex_doi",""""
"bashir2023IoTWear","article","10.1016/j.compind.2020.103187","Agri-food 4.0: A survey of the supply chains and technologies for the future agriculture","Lezoche, Mario and Hernandez, Jorge E. and Diaz, Maria del Mar E. Alemany and Panetto, Herv\'e and Kacprzyk, Janusz","2020","Computers in Industry","matched","bronze","https://www.sciencedirect.com/science/article/am/pii/S0166361519307584","no","""","openalex_doi","OA location did not return a PDF"
