package,package_size_bytes,package_sha256,paper_file,paper_size_bytes
"research_papers_part_06.zip","19646019","7ad09740f3927ed9aa03bc1f2e52eea35da069d6740d292d3a16d2e1e0e9c842","Experimental_Performance_Analysis_of_a_Scalable_Distributed_Hyperledger_Fabric_for_a_Large_Scale_IoT_Testbed.pdf","3934618"
"research_papers_part_07.zip","19759210","2c8dc2b84065f6077d4b9a3f5866820aac8df4c6cb6fab07a75db57e8f845e7e","EACMS_Emergency_Access_Control_Management_System_for_Personal_Health_Record_Based_on_Blockchain.pdf","7369466"
"research_papers_part_07.zip","19759210","2c8dc2b84065f6077d4b9a3f5866820aac8df4c6cb6fab07a75db57e8f845e7e","IoT_Based_Smart_Irrigation_Systems_An_Overview_on_the_Recent_Trends_on_Sensors_and_IoT_Systems_for_Irriga.pdf","7921970"
"research_papers_part_07.zip","19759210","2c8dc2b84065f6077d4b9a3f5866820aac8df4c6cb6fab07a75db57e8f845e7e","Security_and_Privacy_for_Green_IoT_Based_Agriculture_Review_Blockchain_Solutions_and_Challenges.pdf","6150153"
"research_papers_part_07.zip","19759210","2c8dc2b84065f6077d4b9a3f5866820aac8df4c6cb6fab07a75db57e8f845e7e","Voice_Biometrics_and_Blockchain_Secure_Interoperable_Data_Exchange_for_Healthcare.pdf","287952"
"research_papers_part_08.zip","19796483","f034ec6b97b0835373ff87e0632e95cf039b2627674cbb4fadeb9083feb4e443","An_Advanced_Energy_Efficient_Environmental_Monitoring_in_Precision_Agriculture_Using_LoRa_Based_Wireless_Senso.pdf","5301154"
"research_papers_part_08.zip","19796483","f034ec6b97b0835373ff87e0632e95cf039b2627674cbb4fadeb9083feb4e443","Blockchain_Enabled_Electronic_Health_Record_Model_for_Managing_Patients_Vital_Data_and_Medical_Reports.pdf","1554213"
"research_papers_part_08.zip","19796483","f034ec6b97b0835373ff87e0632e95cf039b2627674cbb4fadeb9083feb4e443","Experimental_Evaluation_of_LoRaWAN_Connectivity_Reliability_in_Remote_Rural_Areas_of_Mozambique.pdf","4914624"
"research_papers_part_08.zip","19796483","f034ec6b97b0835373ff87e0632e95cf039b2627674cbb4fadeb9083feb4e443","Low_Cost_IoT_Based_Soil_Monitoring_System_Design_and_Accuracy_Assessment.pdf","6268979"
"research_papers_part_08.zip","19796483","f034ec6b97b0835373ff87e0632e95cf039b2627674cbb4fadeb9083feb4e443","Using_Blockchain_for_Electronic_Health_Records.pdf","4872269"
"research_papers_part_09.zip","19717095","312d385b28122318bad5a13ac132a729443b500ed846311d4b9f6f5902545b7c","An_advanced_deep_learning_method_for_pepper_diseases_and_pests_detection.pdf","4589607"
"research_papers_part_09.zip","19717095","312d385b28122318bad5a13ac132a729443b500ed846311d4b9f6f5902545b7c","An_Efficient_Authentication_Scheme_for_Blockchain_Based_Electronic_Health_Records.pdf","2607028"
"research_papers_part_09.zip","19717095","312d385b28122318bad5a13ac132a729443b500ed846311d4b9f6f5902545b7c","Blockchain_Based_Soybean_Traceability_in_Agricultural_Supply_Chain.pdf","4645319"
"research_papers_part_09.zip","19717095","312d385b28122318bad5a13ac132a729443b500ed846311d4b9f6f5902545b7c","GPT_Generative_Pre_Trained_Transformer_A_Comprehensive_Review_on_Enabling_Technologies_Potential_Applications_.pdf","4056606"
"research_papers_part_09.zip","19717095","312d385b28122318bad5a13ac132a729443b500ed846311d4b9f6f5902545b7c","Privacy_Conflict_Resolution_for_Integrating_Personal_and_Electronic_Health_Records_in_Blockchain_Based_Sy.pdf","5138153"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","A_Survey_on_Intelligent_Internet_of_Things_Applications_Security_Privacy_and_Future_Directions.pdf","5019227"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","Blockchain_backed_sustainable_management_of_the_Italian_tomato_processing_industry.pdf","2621248"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","Hybrid_Blockchain_and_Internet_of_Things_Network_for_Underground_Structure_Health_Monitoring.pdf","3122102"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","Innovative_Blockchain_Based_Approach_for_Sustainable_and_Credible_Environment_in_Food_Trade_A_Case_Study_.pdf","4151334"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","Natural_Frequencies_Identification_by_FEM_Applied_to_a_2_DOF_Planar_Robot_and_Its_Validation_Using_MUSIC_Algor.pdf","4107528"
"research_papers_part_10.zip","19748380","8be0480153bf646fd02127b7fda7b78b6b24b46fe31c0e1ce9f710ca4b5c6a20","Using_Deep_Learning_for_Image_Based_Plant_Disease_Detection.pdf","3260684"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","A_meta_systematic_review_of_artificial_intelligence_in_higher_education_a_call_for_increased_ethics_collaborat.pdf","2890939"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Blockchain_Based_Framework_for_Traffic_Event_Verification_in_Smart_Vehicles.pdf","2478202"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Blockchain_Based_Smart_Farm_Security_Framework_for_the_Internet_of_Things.pdf","3032172"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Deep_learning_enables_precision_agriculture_for_sustainable_chili_pepper_disease_detection_in_Benin.pdf","3613201"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Edge_Computing_Enabled_Smart_Agriculture_Technical_Architectures_Practical_Evolution_and_Bottleneck_Break.pdf","2078757"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","EdgeMediChain_A_Hybrid_Edge_Blockchain_Based_Framework_for_Health_Data_Exchange.pdf","3031781"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Fit_for_purpose_challenges_and_opportunities_for_applications_of_blockchain_technology_in_the_future_of_health.pdf","2960659"
"research_papers_part_11.zip","19799223","5e38c2d1605fa1290aef70a7130ecd16e09ef799a06238f64a798d86e68d7e44","Smart_agriculture_5_0_blockchain_and_reinforcement_learning_synergy_for_multicropping_optimization_and_tr.pdf","3306419"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","A_Comprehensive_Review_on_Cyber_Attacks_in_Power_Systems_Impact_Analysis_Detection_and_Cyber_Security.pdf","2303881"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","A_systematic_review_of_deep_learning_techniques_for_plant_diseases.pdf","3388748"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Applications_of_blockchain_technology_for_enhancing_traceability_and_food_safety_management_in_the_beef_s.pdf","1762027"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Artificial_Intelligence_AI_Applications_in_Drug_Discovery_and_Drug_Delivery_Revolutionizing_Personalized_Medic.pdf","2157603"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Artificial_intelligence_and_machine_learning_in_cybersecurity_a_deep_dive_into_state_of_the_art_techniques_and.pdf","3069674"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Convergence_of_edge_computing_and_deep_learning_A_comprehensive_survey.pdf","2180256"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Efficient_Health_Information_Exchange_Automation_System_based_on_Blockchain_and_IPFS.pdf","2703075"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Improving_End_to_End_Traceability_and_Pharma_Supply_Chain_Resilience_with_Blockchain.pdf","2411706"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Scalability_Performance_Analysis_of_Blockchain_Using_Hierarchical_Model_in_Healthcare.pdf","2765111"
"research_papers_part_12.zip","19780352","cc651534f1e406e4164d693cb2b4f2f80c022af219f21fc8ad699cdc2fd5304c","Smart_Sensors_and_Smart_Data_for_Precision_Agriculture_A_Review.pdf","2290465"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","A_Novel_Blockchain_Based_Deepfake_Detection_Method_Using_Federated_and_Deep_Learning_Models.pdf","1773954"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","A_Survey_on_LoRa_for_Smart_Agriculture_Current_Trends_and_Future_Perspectives.pdf","1933605"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","AI_Powered_Innovation_in_Digital_Transformation_Key_Pillars_and_Industry_Impact.pdf","1357560"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","An_optimized_cloud_based_blockchain_framework_for_enhanced_scalability_security_and_energy_efficiency.pdf","1725097"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Applicability_of_Blockchain_Based_Implementation_for_Risk_Management_in_Healthcare_Projects.pdf","2126418"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Artificial_Intelligence_in_Logistics_Optimization_with_Sustainable_Criteria_A_Review.pdf","1559785"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Blockchain_HIE_Overview_A_Framework_for_Healthcare_Interoperability.pdf","392087"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Blockchain_in_internet_of_things_challenges_and_solutions.pdf","1362112"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Blockchain_Technologies_for_the_Internet_of_Things_Research_Issues_and_Challenges.pdf","2990451"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Centralized_exchanges_vs_decentralized_exchanges_in_cryptocurrency_markets_A_systematic_literature_review.pdf","1692696"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Experimental_Performance_Comparison_of_Proactive_Routing_Protocols_in_Wireless_Mesh_Network_Using_Raspber.pdf","1564386"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Multi_blockchain_architecture_for_judicial_case_management_using_smart_contracts.pdf","2109069"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Performance_Benchmarking_of_Hyperledger_Fabric_on_Heterogeneous_Hardware_for_IoT_Applications.pdf","1506189"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","Smart_agriculture_resource_allocation_and_energy_optimization_using_bidirectional_long_short_term_memory_with_.pdf","1707483"
"research_papers_part_13.zip","19764685","ab28ed22726ac3f56f881f91fdb2cc7ed8db19d0e76d6941635d38ee31db9091","The_Future_of_Food.pdf","1418521"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","A_Survey_of_LoRaWAN_for_IoT_From_Technology_to_Application.pdf","1048489"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Blockchain_and_Electronic_Health_Records_Security_in_Hospitals.pdf","803892"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Blockchain_Driven_Security_Models_for_Privacy_Preservation_in_IoT_Based_Smart_Cities.pdf","740682"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Blockchain_Scalability_Analysis_and_Improvement_of_Bitcoin_Network_through_Enhanced_Transaction_Adjournme.pdf","1373013"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Blockchain_Technology_to_Enhance_Clinical_Data_Management_in_Healthcare_A_Systematic_Literature_Review.pdf","1624001"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Certificateless_Provable_Data_Possession_Scheme_for_Cloud_Based_Electronic_Health_Records_System.pdf","953874"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Commercially_Successful_Blockchain_Healthcare_Projects_A_Scoping_Review.pdf","1031163"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","CRT_Based_Parallel_Residue_Transmission_for_Distributed_Edge_Blockchain_Computing_A_Scalable_IoT_Cluster_Archi.pdf","1121564"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Digital_twins_for_health_a_scoping_review.pdf","1391045"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Enabling_Privacy_Preserving_External_Sharing_of_Electronic_Medical_Records_Through_a_Tripartite_Hybrid_Bl.pdf","886133"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Evaluation_of_Scalability_and_Resilience_of_Hyperledger_Fabric_in_Blockchain_Implementation_for_Diploma_M.pdf","1182082"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","GAHBT_Genetic_Based_Hashing_Algorithm_for_Managing_and_Validating_Health_Data_Integrity_in_Blockchain_Tec.pdf","1079937"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Healthcare_Data_Provenance_Using_Distributed_Ledger_Systems.pdf","1187777"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","IoT_based_eHealth_using_blockchain_technology_a_survey.pdf","1756713"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Optimal_blocks_for_maximizing_the_transaction_fee_revenue_of_Bitcoin_miners.pdf","963837"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Performance_Benchmarking_and_Optimizing_Hyperledger_Fabric_Blockchain_Platform.pdf","1080777"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Scalability_Solutions_in_Blockchain_Supported_Manufacturing_A_Survey.pdf","1240552"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","Techniques_to_improve_5G_blockchain_scalability_issues_through_an_analysis_of_a_blockchain_scalability.pdf","1173685"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","The_Emerging_Role_of_Blockchain_Technology_Applications_in_Routine_Disease_Surveillance_Systems_to_Strengthen_.pdf","1281831"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","The_Rise_of_Blockchain_Technology_in_Agriculture_and_Food_Supply_Chains.pdf","816138"
"research_papers_part_14.zip","19718644","83290db23aad1a36fd324239d0bb49282899f1a6da01ab4577a79e513a2be33d","The_Role_of_Blockchain_Technology_in_Promoting_Traceability_Systems_in_Agri_Food_Production_and_Supply_Chains.pdf","1110130"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","A_Chinese_Remainder_Theorem_for_partitions.pdf","482316"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","AI_Assisted_Sharding_Techniques_for_Blockchain_Scalability.pdf","352967"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","An_Explainable_Artificial_Intelligence_Driven_Blockchain_Architecture_for_Secure_Healthcare_Data_Exchange.pdf","649059"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Balancing_Privacy_and_Progress_A_Review_of_Privacy_Challenges_Systemic_Oversight_and_Patient_Perceptions_in_AI.pdf","665720"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Blockchain_based_secured_traceability_system_for_the_agriculture_supply_chain_of_ginger_in_Nepal_A_case_s.pdf","500361"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Blockchain_Layer_2_Rollups_Optimistic_vs_zero_knowledge.pdf","631429"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Blockchain_technology_in_agriculture_Ensuring_transparency_and_traceability_in_the_food_supply_chain.pdf","676842"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Collaborative_Networks_Integrating_Blockchain_for_Enhanced_Trust_and_Transparency.pdf","263989"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Decentralizing_Privacy_Using_Blockchain_to_Protect_Personal_Data.pdf","617734"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Developing_Blockchain_Algorithms_in_the_IoT_Network_to_Secure_DataIntegrity_and_System_Scalability.pdf","747878"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Disruptive_Technologies_for_Environment_and_Health_Research_An_Overview_of_Artificial_Intelligence_Blockchain_.pdf","703039"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Effects_of_Water_Deficit_on_Growth_Physiology_and_Fruit_Quality_Traits_of_Two_Contrasting_Tomato_Solanum_.pdf","227446"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Enhancing_Electronic_Medical_Records_Privacy_in_Tanzania_A_blockchain_based_framework.pdf","505350"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Evolution_of_Healthcare_Economics_Blockchain_Integration_Amidst_Medicare_Reform.pdf","482144"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Fertilizers_for_Tomato.pdf","868200"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Framework_for_Enhancing_Interoperability_Data_Exchange_and_Security_in_Healthcare_through_Blockchain_Tech.pdf","596757"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Harnessing_Blockchain_to_Transform_Healthcare_Data_Management.pdf","778302"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","HYBRIDIZING_HENSEL_S_LEMMA_FUNDAMENTAL_THEOREM_OF_ARITHMETIC_AND_CHINESE_REMAINDER_THEOREM_FOR_SOLVING_PO.pdf","517974"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Hyperledger_frameworks_with_a_special_focus_on_Hyperledger_Fabric.pdf","619635"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Improved_DAG_in_blockchain_tangle_for_IOTA.pdf","555803"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Integrasi_Blockchain_Hyperledger_Fabric_dan_ERP_untuk_Autentikasi_Kain_Tapis_Lampung.pdf","571365"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Optimizing_Proof_of_Work_for_Secure_Health_Data_Blockchain_Using_Compute_Unified_Device_Architecture.pdf","1039539"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Performance_Comparison_of_Blockchain_Platforms_for_Modeling_Financial_Transactions_A_Case_Study_of_Ethere.pdf","712134"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Precision_Agriculture_and_Food_Security.pdf","319803"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Research_and_application_of_Chinese_remainder_theorem.pdf","2277244"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Security_of_the_Secp256k1_Elliptic_Curve_used_in_the_Bitcoin_Blockchain.pdf","323370"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Segmenting_Bitcoin_Transactions_for_Price_Movement_Prediction.pdf","805097"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Supply_Chain_Transparency_Exploring_Blockchain_Solutions_for_Enhanced_Traceability_and_Efficiency.pdf","381114"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Transforming_Healthcare_Data_Management_A_Blockchain_Based_Cloud_EHR_System_for_Enhanced_Security_and_Int.pdf","576468"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Understanding_the_limits_of_LoRaWAN.pdf","226913"
"research_papers_part_15.zip","14695622","f8a13478b0f2ffac8e2cbb8e534a2758fe80e7d17ddd9be15cf378699c0dcfe6","Unlocking_Blockchain_UTXO_Transactional_Patterns_and_Their_Effect_on_Storage_and_Throughput_Trade_Offs.pdf","808305"
